,latitude,,longitude,distance,bearing
37°15′55″N,37.26521853,127°01′39″E,127.02739135,0.5014,321.889°
37°15′46″N,37.26265367,127°01′44″E,127.02875637,0.2179,300.068°
37°15′45″N,37.2625332,127°01′48″E,127.02998913,0.1245,320.316°
37°15′54″N,37.26492277,127°01′35″E,127.02651169,0.5298,313.033°
37°15′29″N,37.25792591,127°01′44″E,127.02886359,0.4535,203.263°
37°15′37″N,37.26018217,127°01′28″E,127.02445629,0.5929,253.772°
37°15′31″N,37.25850182,127°01′42″E,127.02846298,0.4128,211.324°
37°15′51″N,37.26415107,127°01′34″E,127.02605526,0.5089,302.811°
37°15′44″N,37.26212513,127°01′39″E,127.02754016,0.3005,279.655°
37°15′48″N,37.26341722,127°01′58″E,127.0327737,0.2561,40.708°
37°15′49″N,37.26365686,127°01′38″E,127.02724154,0.391,304.378°
37°15′29″N,37.25810008,127°01′41″E,127.02795629,0.4745,213.146°
37°15′36″N,37.25996993,127°02′14″E,127.03714924,0.5858,108.853°
37°15′35″N,37.25960608,127°02′09″E,127.03575305,0.4882,118.076°
37°15′34″N,37.25943413,127°01′38″E,127.02716057,0.4133,232.965°
37°15′34″N,37.25949787,127°01′46″E,127.02934191,0.2778,209.494°
37°15′33″N,37.25928748,127°01′35″E,127.0262607,0.4879,237.074°
37°15′53″N,37.26466148,127°01′35″E,127.02638575,0.519,309.846°
37°15′37″N,37.26037108,127°01′36″E,127.0266794,0.3996,248.771°
37°15′42″N,37.26157436,127°01′33″E,127.02586231,0.4449,268.603°
37°15′42″N,37.26170954,127°01′38″E,127.02721321,0.3252,270.737°
37°15′45″N,37.26240508,127°02′11″E,127.036449,0.4991,80.595°
37°15′37″N,37.26024636,127°01′39″E,127.02756041,0.3345,241.7°
37°15′59″N,37.26633615,127°01′54″E,127.03175265,0.5244,8.402°
37°15′57″N,37.26577513,127°02′06″E,127.03499503,0.5835,38.547°
37°15′36″N,37.25999228,127°01′57″E,127.03249463,0.2349,142.702°
37°15′40″N,37.26118771,127°01′49″E,127.03029921,0.0749,224.009°
37°15′58″N,37.26614472,127°01′44″E,127.02891628,0.5272,340.677°
37°15′43″N,37.26190463,127°02′04″E,127.03437729,0.3101,85.212°
37°15′53″N,37.26467682,127°01′52″E,127.03112468,0.3349,3.602°
37°15′33″N,37.25912376,127°01′59″E,127.03343488,0.3622,141.487°
37°15′39″N,37.26074426,127°01′50″E,127.03065713,0.1052,191.156°
37°15′52″N,37.26446075,127°01′43″E,127.02848794,0.3759,325.603°
37°15′40″N,37.2610599,127°01′28″E,127.02435812,0.582,263.284°
37°15′40″N,37.26099421,127°01′32″E,127.02567535,0.4675,260.721°
37°15′51″N,37.26419862,127°01′52″E,127.03124687,0.2828,6.467°
37°15′40″N,37.2611863,127°02′12″E,127.03662912,0.5112,96.065°
37°15′48″N,37.26340434,127°01′39″E,127.02742746,0.3618,302.178°
37°15′28″N,37.25787184,127°02′06″E,127.03494982,0.555,139.604°
37°15′56″N,37.26551563,127°01′41″E,127.02814514,0.4916,330.416°
37°15′46″N,37.26273744,127°01′53″E,127.03139839,0.1269,20.907°
37°15′45″N,37.26241712,127°02′11″E,127.0363713,0.4925,80.311°
37°15′55″N,37.26530728,127°01′52″E,127.03099649,0.4045,1.373°
37°15′52″N,37.26450415,127°02′12″E,127.03664359,0.5991,58.275°
37°15′57″N,37.26581275,127°01′54″E,127.03161701,0.4651,7.987°
37°15′30″N,37.2583836,127°01′39″E,127.02739479,0.4789,220.206°
37°15′40″N,37.26106997,127°01′42″E,127.02841212,0.2291,253.005°
37°15′47″N,37.26296018,127°02′11″E,127.03633568,0.5032,73.454°
37°15′46″N,37.2626419,127°02′14″E,127.0371214,0.5623,78.938°
37°15′41″N,37.26150932,127°02′08″E,127.03550595,0.4093,92.532°
37°15′56″N,37.26541967,127°02′08″E,127.03544984,0.5804,44.096°
37°15′34″N,37.25945551,127°01′47″E,127.02962093,0.2708,204.448°
37°15′50″N,37.26393191,127°01′39″E,127.02742596,0.3963,309.368°
37°15′25″N,37.25704526,127°01′40″E,127.02764112,0.5894,209.178°
37°15′40″N,37.26107683,127°01′50″E,127.03044372,0.077,210.659°
37°15′45″N,37.26256203,127°01′47″E,127.02981625,0.1371,316.245°
37°15′42″N,37.26180519,127°01′42″E,127.02822949,0.2357,273.604°
37°15′44″N,37.2622972,127°01′47″E,127.02972942,0.1238,304.162°
37°15′56″N,37.26543444,127°01′48″E,127.02994021,0.4268,348.675°
37°15′52″N,37.2643357,127°02′04″E,127.0345783,0.4411,47.8°
37°15′43″N,37.26202794,127°01′28″E,127.02442443,0.5735,273.961°
37°15′51″N,37.26422362,127°01′42″E,127.02837994,0.3603,321.977°
37°15′39″N,37.26095112,127°02′06″E,127.03486916,0.3615,102.813°
37°15′44″N,37.26233705,127°02′09″E,127.03570348,0.4327,80.156°
37°15′54″N,37.26498671,127°02′07″E,127.0352954,0.5369,46.625°
37°15′35″N,37.25965845,127°02′02″E,127.03380293,0.3417,130.945°
37°15′53″N,37.26465355,127°01′31″E,127.02526221,0.5982,303.667°
37°15′39″N,37.26076812,127°01′31″E,127.02526784,0.5075,258.576°
37°15′39″N,37.26094964,127°01′59″E,127.03347117,0.2425,109.352°
37°15′58″N,37.26606279,127°01′50″E,127.03049455,0.4896,355.931°
37°15′36″N,37.26013686,127°01′35″E,127.0263309,0.438,247.056°
37°15′42″N,37.26158454,127°01′34″E,127.02611704,0.4224,268.682°
37°15′38″N,37.26055176,127°01′38″E,127.02724388,0.3457,248.877°
37°15′42″N,37.26169082,127°02′04″E,127.03437544,0.3088,89.61°
37°15′51″N,37.26428296,127°01′45″E,127.02927222,0.3237,333.794°
37°15′56″N,37.26554499,127°01′52″E,127.03100163,0.4309,1.349°
37°15′52″N,37.26441238,127°01′51″E,127.03085364,0.3048,359.445°
37°15′42″N,37.26154783,127°01′41″E,127.02812339,0.245,266.77°
37°15′40″N,37.26120542,127°02′05″E,127.03465387,0.3375,98.845°
37°15′37″N,37.2602782,127°01′34″E,127.02598295,0.461,250.35°
37°15′54″N,37.26495843,127°01′49″E,127.03015072,0.3713,349.89°
37°15′36″N,37.25996245,127°01′54″E,127.03167355,0.2025,159.888°
37°15′28″N,37.25783214,127°01′36″E,127.02673576,0.5634,220.711°
37°15′54″N,37.264957,127°01′44″E,127.02886729,0.4068,333.927°
37°15′34″N,37.25949869,127°01′59″E,127.03326368,0.3205,138.964°
37°15′38″N,37.26049247,127°02′08″E,127.03555402,0.4335,107.616°
37°15′27″N,37.25737705,127°01′50″E,127.03061725,0.4783,182.862°
37°15′44″N,37.26229613,127°01′54″E,127.03158098,0.0927,41.507°
37°16′01″N,37.26692775,127°01′46″E,127.02944329,0.5984,347.669°
37°15′56″N,37.26563489,127°01′38″E,127.02727599,0.5445,324.052°
37°15′47″N,37.26308117,127°01′34″E,127.02615594,0.4472,290.52°
37°15′30″N,37.25823121,127°01′56″E,127.03216854,0.3992,163.488°
37°15′29″N,37.25796086,127°01′38″E,127.02716989,0.5279,218.562°
37°15′34″N,37.25937479,127°01′51″E,127.030715,0.256,183.41°
37°15′34″N,37.25932292,127°01′30″E,127.02506724,0.5777,243.11°
37°15′44″N,37.2623155,127°01′52″E,127.0310057,0.0723,8.352°
37°15′52″N,37.26449646,127°01′52″E,127.03108777,0.3147,3.238°
37°15′36″N,37.25994138,127°01′48″E,127.02989434,0.2116,204.538°
37°15′37″N,37.26026662,127°01′33″E,127.02590867,0.4676,250.472°
37°15′34″N,37.25947531,127°01′59″E,127.03311361,0.3139,141.105°
37°15′46″N,37.26290455,127°01′50″E,127.03052039,0.1409,346.682°
37°15′59″N,37.26635522,127°01′43″E,127.02847414,0.563,337.705°
37°15′57″N,37.26580148,127°01′37″E,127.02696177,0.5759,322.894°
37°15′51″N,37.26419735,127°01′48″E,127.03003994,0.2907,345.054°
37°15′54″N,37.26494726,127°01′53″E,127.03126902,0.3659,5.303°
37°15′47″N,37.26294644,127°02′03″E,127.03403753,0.3128,63.056°
37°15′57″N,37.26584012,127°02′05″E,127.03458774,0.5677,35.245°
37°15′51″N,37.26416528,127°01′33″E,127.02571977,0.5349,301.229°
37°15′41″N,37.2612586,127°01′49″E,127.0301465,0.0801,234.952°
37°15′42″N,37.2615966,127°01′32″E,127.02564301,0.4643,268.967°
37°15′44″N,37.26219536,127°01′36″E,127.02677759,0.3684,279.093°
37°15′30″N,37.25819656,127°01′43″E,127.0285014,0.4405,208.649°
37°15′36″N,37.25988027,127°01′39″E,127.0275537,0.3561,235.967°
37°15′36″N,37.26013419,127°02′11″E,127.03645913,0.5221,109.123°
37°15′28″N,37.25789993,127°01′53″E,127.03152126,0.4233,172.377°
37°15′37″N,37.26036276,127°02′07″E,127.03523023,0.4111,110.743°
37°15′48″N,37.26333627,127°02′05″E,127.03463539,0.38,60.843°
37°15′30″N,37.25828079,127°01′49″E,127.03016364,0.3826,189.635°
37°15′36″N,37.25987928,127°01′36″E,127.0265771,0.4305,242.409°
37°15′42″N,37.26174086,127°02′07″E,127.03515629,0.378,88.838°
37°15′37″N,37.26021228,127°01′45″E,127.02923684,0.2184,221.979°
37°15′35″N,37.25961946,127°01′45″E,127.02927627,0.2692,211.988°
37°15′57″N,37.26595526,127°01′50″E,127.03062699,0.477,357.234°
37°15′42″N,37.26159144,127°01′47″E,127.02969006,0.1063,265.167°
37°15′45″N,37.26259852,127°01′39″E,127.02758925,0.3096,289.445°
37°15′50″N,37.26375625,127°01′55″E,127.03193103,0.2496,21.735°
37°15′38″N,37.26053759,127°01′40″E,127.0278841,0.2943,244.609°
37°15′28″N,37.25771078,127°01′45″E,127.02922834,0.4644,198.432°
37°15′47″N,37.26301877,127°02′02″E,127.03397908,0.312,61.309°
37°15′38″N,37.2605651,127°02′05″E,127.03469679,0.359,110.054°
37°15′45″N,37.2625135,127°01′35″E,127.02626494,0.4197,282.886°
37°15′35″N,37.25973617,127°01′43″E,127.02861378,0.2947,223.064°
37°15′38″N,37.26063592,127°01′55″E,127.03198714,0.1509,139.799°
37°15′30″N,37.258399,127°02′07″E,127.03529041,0.5334,133.041°
37°15′45″N,37.26246176,127°02′04″E,127.0343135,0.3158,73.848°
37°15′44″N,37.26219496,127°02′07″E,127.03533438,0.398,81.594°
37°15′57″N,37.26588129,127°01′58″E,127.03271739,0.4954,19.089°
37°15′52″N,37.26437153,127°02′10″E,127.03616399,0.5553,57.266°
37°15′46″N,37.26283215,127°01′41″E,127.02808696,0.2794,297.503°
37°15′40″N,37.26108492,127°01′33″E,127.02583481,0.452,261.695°
37°15′46″N,37.26278988,127°01′32″E,127.0256788,0.4775,285.095°
37°15′59″N,37.2663766,127°01′55″E,127.03202732,0.5329,10.918°
37°15′52″N,37.26449688,127°02′08″E,127.03548032,0.5139,52.304°
37°15′59″N,37.26656743,127°01′50″E,127.03066774,0.5448,357.959°
37°15′26″N,37.25716439,127°01′54″E,127.03152846,0.5046,173.538°
37°16′01″N,37.26689759,127°01′49″E,127.03019974,0.5844,354.025°
37°15′24″N,37.25660592,127°01′44″E,127.0289672,0.5886,196.784°
37°15′45″N,37.26253546,127°01′53″E,127.03150602,0.1106,29.708°
37°15′51″N,37.26406861,127°02′05″E,127.03471657,0.4313,51.82°
37°15′50″N,37.26385505,127°02′05″E,127.03469216,0.4152,54.213°
37°15′45″N,37.26244391,127°01′30″E,127.02505998,0.5229,279.452°
37°15′56″N,37.26558823,127°02′02″E,127.03376987,0.5048,30.363°
37°15′50″N,37.26386584,127°01′48″E,127.03008666,0.2541,343.81°
37°15′33″N,37.25918852,127°01′42″E,127.02834232,0.3564,219.198°
37°15′42″N,37.26159427,127°02′09″E,127.03582749,0.4374,91.131°
37°15′26″N,37.25727404,127°01′50″E,127.03053904,0.4901,183.603°
37°15′34″N,37.2593065,127°02′01″E,127.03366909,0.3604,136.891°
37°15′24″N,37.25654062,127°01′56″E,127.03221143,0.5827,168.391°
37°15′25″N,37.2570569,127°02′02″E,127.03387982,0.5777,152.699°
37°15′50″N,37.2638204,127°02′11″E,127.03632422,0.5374,63.595°
37°15′39″N,37.26085887,127°02′04″E,127.03434185,0.3189,106.473°
37°15′58″N,37.26610878,127°01′54″E,127.03160442,0.4976,7.333°
37°15′29″N,37.25805628,127°01′47″E,127.02970386,0.4156,194.598°
37°15′50″N,37.26396352,127°02′04″E,127.03434955,0.3986,50.254°
37°15′54″N,37.26508036,127°01′56″E,127.03210523,0.3941,15.879°
37°15′24″N,37.25677582,127°01′50″E,127.03043646,0.546,184.189°
37°15′38″N,37.26042408,127°02′14″E,127.03717777,0.5739,103.994°
37°15′32″N,37.25891703,127°01′40″E,127.02765964,0.419,222.996°
37°15′31″N,37.25852452,127°01′40″E,127.02787287,0.4402,217.315°
37°15′46″N,37.26268527,127°01′43″E,127.02854098,0.2363,298.489°
37°15′46″N,37.26278048,127°01′46″E,127.02954666,0.1711,316.1°
37°15′44″N,37.26230316,127°01′53″E,127.03152279,0.09,38.719°
37°15′47″N,37.26311074,127°01′37″E,127.02707599,0.3734,295.378°
37°15′38″N,37.26065558,127°01′42″E,127.02835389,0.2511,243.245°
37°15′37″N,37.26030942,127°02′04″E,127.03434883,0.3419,116.313°
37°15′40″N,37.2609831,127°01′51″E,127.03096438,0.0769,174.891°
37°15′35″N,37.25960391,127°01′43″E,127.02848879,0.313,222.706°
37°15′44″N,37.26209314,127°01′52″E,127.03103651,0.0487,15.778°
37°15′49″N,37.26364279,127°01′50″E,127.03066213,0.2201,354.811°
37°15′52″N,37.2645246,127°02′04″E,127.03433374,0.4402,43.878°
37°15′37″N,37.26025398,127°02′04″E,127.03444454,0.3522,116.602°
37°15′34″N,37.25943438,127°02′02″E,127.03380095,0.3584,133.974°
37°15′45″N,37.26256855,127°01′34″E,127.02602602,0.4417,283.049°
37°15′47″N,37.26315597,127°01′59″E,127.03323703,0.2656,51.57°
37°15′28″N,37.25773454,127°01′52″E,127.03104788,0.4382,178.137°
37°15′55″N,37.26515031,127°01′51″E,127.030707,0.3872,357.642°
37°15′47″N,37.26307989,127°02′04″E,127.03442621,0.3503,63.442°
37°15′42″N,37.2617367,127°02′10″E,127.03609973,0.4615,89.105°
37°15′54″N,37.26509778,127°01′40″E,127.02788467,0.4646,325.106°
37°15′46″N,37.26273017,127°01′46″E,127.02942071,0.1752,312.201°
37°15′32″N,37.25887887,127°01′42″E,127.02826345,0.3879,216.782°
37°15′31″N,37.25851817,127°01′57″E,127.03238615,0.3751,159.277°
37°15′43″N,37.26194075,127°02′14″E,127.03735335,0.5732,87.009°
37°15′48″N,37.26338685,127°01′30″E,127.02502947,0.5525,290.198°
37°15′45″N,37.26252439,127°01′34″E,127.02616773,0.4284,282.788°
37°15′46″N,37.26264631,127°01′56″E,127.03233163,0.1676,49.721°
37°15′41″N,37.26147471,127°01′52″E,127.03114025,0.0314,134.388°
37°15′28″N,37.25772921,127°01′46″E,127.02951567,0.455,195.474°
37°15′49″N,37.26352856,127°02′07″E,127.03516973,0.4317,61.422°
37°15′51″N,37.26426736,127°02′09″E,127.03593232,0.5318,57.122°
37°15′31″N,37.25870877,127°01′59″E,127.03327846,0.3917,147.286°
37°15′49″N,37.2635562,127°01′53″E,127.03142255,0.2149,12.746°
37°15′40″N,37.26112565,127°01′30″E,127.02497248,0.5271,263.381°
37°15′43″N,37.26193963,127°01′30″E,127.02489936,0.5309,273.216°
37°15′27″N,37.25736414,127°01′50″E,127.03055538,0.48,183.506°
37°15′35″N,37.25958366,127°01′42″E,127.02846199,0.3163,222.745°
37°15′55″N,37.26523568,127°01′40″E,127.02776558,0.4832,325.121°
37°15′39″N,37.26092715,127°01′50″E,127.03064887,0.0855,194.276°
37°15′43″N,37.26201417,127°02′01″E,127.03354135,0.238,80.799°
37°15′33″N,37.25909033,127°01′58″E,127.03290975,0.3384,148.052°
37°15′41″N,37.26150774,127°01′59″E,127.0332989,0.2143,94.89°
37°15′52″N,37.26445328,127°02′05″E,127.03474056,0.4605,47.795°
37°15′57″N,37.26570196,127°01′53″E,127.0313429,0.4501,5.145°
37°15′41″N,37.26141422,127°01′40″E,127.0277999,0.2748,264.012°
37°15′32″N,37.25890365,127°01′50″E,127.03055021,0.3094,185.531°
37°15′57″N,37.26572697,127°01′58″E,127.03288786,0.4846,21.439°
37°15′46″N,37.26272784,127°01′47″E,127.02975328,0.1545,319.484°
37°15′41″N,37.26129146,127°01′33″E,127.02578166,0.4539,264.651°
37°15′51″N,37.26411859,127°02′01″E,127.0335058,0.3575,40.426°
37°16′01″N,37.2670249,127°01′51″E,127.03091399,0.5954,0.23°
37°15′34″N,37.25942931,127°02′09″E,127.03595207,0.5131,119.087°
37°15′24″N,37.25660672,127°01′51″E,127.03086807,0.5634,180.17°
37°15′45″N,37.26258276,127°01′45″E,127.02915669,0.1836,303.479°
37°15′48″N,37.26340852,127°01′39″E,127.02742642,0.3621,302.233°
37°15′26″N,37.25723822,127°01′40″E,127.02773974,0.5664,209.466°
37°15′49″N,37.26355036,127°01′49″E,127.03022599,0.217,344.354°
37°15′38″N,37.26047809,127°01′59″E,127.03292422,0.224,126.365°
37°15′30″N,37.25846753,127°01′59″E,127.03337207,0.4188,148.316°
37°15′56″N,37.26548616,127°02′01″E,127.03357591,0.4864,29.294°
37°15′30″N,37.258268,127°02′02″E,127.03391812,0.4641,144.673°
37°15′56″N,37.26542506,127°01′46″E,127.02933592,0.4394,341.794°
37°15′34″N,37.25938838,127°02′03″E,127.03413415,0.3836,131.464°
37°15′29″N,37.25792588,127°02′08″E,127.03551375,0.5843,135.49°
37°15′34″N,37.25932424,127°01′38″E,127.02733411,0.4088,230.299°
37°15′39″N,37.26093765,127°02′10″E,127.03612243,0.4706,99.994°
37°15′53″N,37.26482439,127°01′55″E,127.03199993,0.3642,15.694°
37°15′26″N,37.25714054,127°01′52″E,127.03099599,0.5041,178.903°
37°15′40″N,37.26110938,127°02′02″E,127.03378503,0.2641,103.707°
37°15′30″N,37.25832615,127°01′48″E,127.03001603,0.38,191.705°
37°15′38″N,37.26062234,127°01′58″E,127.03290651,0.2135,123.146°
37°16′01″N,37.26684442,127°01′49″E,127.03014579,0.579,353.494°
37°15′52″N,37.26433533,127°01′57″E,127.03245056,0.327,25.043°
37°15′41″N,37.2613317,127°01′44″E,127.02883339,0.1857,258.239°
37°15′55″N,37.26524094,127°01′42″E,127.02831295,0.4577,330.145°
37°15′49″N,37.26369312,127°01′30″E,127.02511017,0.5586,293.732°
37°15′38″N,37.26055175,127°02′11″E,127.03647242,0.5099,104.143°
37°15′44″N,37.26234192,127°01′27″E,127.02429138,0.5886,277.275°
37°15′56″N,37.26555978,127°01′38″E,127.02727706,0.5377,323.537°
37°15′30″N,37.25839421,127°01′51″E,127.0307594,0.3648,181.775°
37°15′32″N,37.25888973,127°01′38″E,127.02709243,0.4567,227.348°
37°15′28″N,37.25778725,127°01′37″E,127.02683797,0.5614,219.679°
37°15′48″N,37.26339581,127°02′05″E,127.03485656,0.4003,61.38°
37°15′33″N,37.25908489,127°01′41″E,127.02799822,0.385,221.628°
37°15′54″N,37.2651134,127°01′44″E,127.02875546,0.4268,333.76°
37°15′27″N,37.25749957,127°02′04″E,127.03440935,0.5591,146.102°
37°15′42″N,37.26164423,127°01′35″E,127.02642106,0.3953,269.554°
