,latitude,,longitude,distance,bearing
37°15′32″N,37.25895877,127°01′50″E,127.030597,0.3029,184.862°
37°15′48″N,37.26342899,127°02′02″E,127.0339025,0.3308,53.791°
37°15′43″N,37.26201836,127°01′40″E,127.02772759,0.2823,277.844°
37°15′34″N,37.25938677,127°01′53″E,127.0314606,0.2592,168.703°
37°15′26″N,37.25724155,127°02′01″E,127.03369694,0.552,153.215°
37°15′52″N,37.26454819,127°01′49″E,127.03014454,0.3266,348.391°
37°15′32″N,37.25886246,127°01′40″E,127.02774434,0.4184,221.678°
37°15′52″N,37.26439867,127°01′56″E,127.03220375,0.3249,21.023°
37°15′33″N,37.25912296,127°01′59″E,127.03341506,0.3612,141.714°
37°15′33″N,37.25915572,127°01′38″E,127.02724807,0.4267,229.016°
37°15′55″N,37.26527785,127°02′07″E,127.03532502,0.5614,44.406°
37°15′55″N,37.26525049,127°01′34″E,127.02610483,0.5811,313.237°
37°15′39″N,37.26076514,127°02′09″E,127.03584952,0.4507,102.93°
37°15′42″N,37.26161829,127°02′11″E,127.0364117,0.4891,90.698°
37°15′27″N,37.25742469,127°01′41″E,127.02798786,0.5376,208.515°
37°15′41″N,37.26149195,127°01′38″E,127.02734593,0.3141,266.346°
37°15′46″N,37.26281864,127°01′36″E,127.0267901,0.3844,289.376°
37°15′29″N,37.25805873,127°01′33″E,127.0258907,0.5976,227.742°
37°15′51″N,37.26415606,127°01′49″E,127.03034057,0.2805,350.07°
37°15′37″N,37.26021063,127°01′54″E,127.03158298,0.1738,159.241°
37°15′23″N,37.25632352,127°01′51″E,127.03087397,0.5949,180.111°
37°15′47″N,37.26306301,127°01′36″E,127.0267225,0.3998,292.768°
37°15′52″N,37.26452357,127°02′08″E,127.03561293,0.525,52.831°
37°15′27″N,37.25750594,127°01′43″E,127.02872629,0.5013,202.431°
37°15′43″N,37.26191262,127°01′54″E,127.03170904,0.0775,69.807°
37°15′30″N,37.25845882,127°02′10″E,127.03608266,0.5825,127.847°
37°15′46″N,37.26265209,127°01′34″E,127.02602087,0.4443,284.203°
37°15′28″N,37.25769937,127°01′53″E,127.03129315,0.4433,175.348°
37°15′36″N,37.25991347,127°01′44″E,127.02892922,0.2613,221.544°
37°15′49″N,37.26368587,127°01′53″E,127.03150551,0.2306,13.735°
37°15′34″N,37.25940699,127°01′39″E,127.02740365,0.3982,230.752°
37°15′31″N,37.25866354,127°01′37″E,127.0268965,0.4866,226.553°
37°15′49″N,37.26371311,127°01′35″E,127.02629059,0.4659,299.161°
37°15′43″N,37.26205262,127°01′31″E,127.02538284,0.4891,274.967°
37°15′31″N,37.2584964,127°02′01″E,127.03364471,0.4294,145.348°
37°15′32″N,37.25877499,127°02′08″E,127.03554442,0.5233,128.008°
37°15′55″N,37.26529422,127°01′51″E,127.03083897,0.4029,359.395°
37°15′32″N,37.25900584,127°01′42″E,127.02836313,0.3713,216.996°
37°15′39″N,37.26084499,127°02′10″E,127.03615396,0.4752,101.159°
37°15′56″N,37.26544386,127°02′03″E,127.03420424,0.5121,34.988°
37°15′57″N,37.26580349,127°01′59″E,127.03300694,0.4964,22.213°
37°15′45″N,37.26245051,127°02′14″E,127.03708871,0.5558,81.035°
37°15′49″N,37.26362558,127°01′57″E,127.03257343,0.2636,34.49°
37°15′31″N,37.25854146,127°01′43″E,127.02853397,0.4057,210.89°
37°15′26″N,37.25731135,127°01′41″E,127.02810595,0.5439,206.913°
37°15′23″N,37.25639038,127°01′55″E,127.03206276,0.5966,169.952°
37°15′39″N,37.26072765,127°01′40″E,127.02770898,0.3003,249.527°
37°15′37″N,37.26021973,127°01′50″E,127.03056981,0.164,189.861°
37°15′28″N,37.25776068,127°01′54″E,127.03177903,0.4422,169.712°
37°15′40″N,37.2609788,127°02′04″E,127.03456936,0.335,103.306°
37°15′43″N,37.26189662,127°01′38″E,127.02724824,0.3231,274.436°
37°15′39″N,37.26079777,127°01′30″E,127.025064,0.5246,259.319°
37°15′44″N,37.26219289,127°02′11″E,127.03630646,0.4832,83.112°
37°15′54″N,37.26499478,127°01′39″E,127.02751241,0.4752,321.053°
37°15′39″N,37.26092451,127°01′51″E,127.03088747,0.0831,179.971°
37°15′38″N,37.26053523,127°01′46″E,127.02957347,0.1718,222.603°
37°15′26″N,37.2573183,127°01′38″E,127.02717876,0.585,214.135°
37°15′52″N,37.26458096,127°02′03″E,127.0340315,0.4268,40.705°
37°15′50″N,37.26378358,127°01′34″E,127.02614657,0.4809,299.237°
37°15′54″N,37.26508711,127°01′35″E,127.02633264,0.5539,313.297°
37°15′32″N,37.25892189,127°01′41″E,127.02798783,0.3993,219.999°
37°15′46″N,37.2628971,127°01′32″E,127.02548076,0.4976,285.895°
37°15′28″N,37.25774926,127°01′36″E,127.02657817,0.5795,221.162°
37°15′47″N,37.26307252,127°02′02″E,127.03396642,0.314,60.253°
37°15′58″N,37.26607458,127°01′57″E,127.03261106,0.5129,17.31°
37°15′48″N,37.26328948,127°01′57″E,127.0326186,0.2364,40.431°
37°15′28″N,37.25774289,127°01′50″E,127.03042143,0.439,185.388°
37°15′32″N,37.25880841,127°01′38″E,127.02732969,0.4479,224.676°
37°15′47″N,37.26293657,127°01′45″E,127.02926223,0.2012,314.361°
37°15′28″N,37.25787708,127°01′51″E,127.03076097,0.4222,181.514°
37°15′54″N,37.26502578,127°02′08″E,127.03555943,0.557,47.952°
37°15′33″N,37.25923589,127°02′04″E,127.03450545,0.4196,130.227°
37°15′32″N,37.25883405,127°02′02″E,127.03382942,0.4092,140.47°
37°15′38″N,37.26043761,127°02′15″E,127.03746297,0.5981,103.269°
37°15′39″N,37.26070793,127°01′42″E,127.02845323,0.2407,243.541°
37°15′39″N,37.26084024,127°02′06″E,127.03511392,0.3854,103.886°
37°15′55″N,37.26538564,127°01′46″E,127.02957171,0.4291,344.258°
37°15′34″N,37.25942675,127°01′40″E,127.02769654,0.377,228.517°
37°15′45″N,37.26256236,127°02′06″E,127.03508854,0.3849,75.089°
37°15′30″N,37.25824079,127°01′54″E,127.03175924,0.3894,168.562°
37°15′58″N,37.26599963,127°01′59″E,127.03339805,0.5302,24.786°
37°15′32″N,37.25879784,127°01′43″E,127.02868638,0.3744,211.358°
37°15′37″N,37.26022935,127°01′32″E,127.02546531,0.5061,251.515°
37°15′48″N,37.26321751,127°02′07″E,127.03538704,0.4339,66.657°
37°15′57″N,37.26587562,127°02′02″E,127.03397232,0.5415,30.29°
37°15′33″N,37.25913027,127°01′51″E,127.03080345,0.2828,181.499°
37°15′32″N,37.25876927,127°02′03″E,127.0342176,0.4372,137.596°
37°15′51″N,37.26406966,127°01′49″E,127.03017862,0.274,346.768°
37°15′29″N,37.25814469,127°01′58″E,127.03290156,0.431,155.555°
37°15′40″N,37.26117476,127°01′37″E,127.02692713,0.3549,261.035°
37°15′52″N,37.26447354,127°01′40″E,127.02767818,0.4216,317.65°
37°15′49″N,37.26373033,127°01′37″E,127.02688493,0.4218,302.873°
37°15′38″N,37.2604475,127°02′01″E,127.0336752,0.2819,118.889°
37°15′30″N,37.25824032,127°02′10″E,127.03602479,0.5938,130.002°
37°15′54″N,37.2650448,127°01′50″E,127.03053684,0.3764,355.277°
37°15′24″N,37.25660885,127°01′54″E,127.03180037,0.5689,171.829°
37°15′57″N,37.26574178,127°01′47″E,127.02979098,0.4629,347.903°
37°15′38″N,37.26046577,127°01′50″E,127.03044061,0.1399,196.412°
37°15′30″N,37.25846117,127°02′03″E,127.03403874,0.4532,142°
37°15′44″N,37.26218777,127°01′27″E,127.02427585,0.588,275.6°
37°15′35″N,37.25963473,127°01′41″E,127.02794867,0.345,228.94°
37°15′53″N,37.26473445,127°01′43″E,127.02854075,0.399,328.628°
37°15′39″N,37.26077283,127°01′44″E,127.0289039,0.202,240.33°
37°15′43″N,37.26196881,127°02′06″E,127.03490783,0.3575,84.7°
37°15′40″N,37.26119669,127°01′36″E,127.02659753,0.3834,262.075°
37°15′33″N,37.25922235,127°01′42″E,127.02826431,0.358,220.435°
37°15′40″N,37.26107482,127°02′14″E,127.03725745,0.5678,96.716°
37°15′48″N,37.26340578,127°02′02″E,127.03378742,0.3211,53.089°
37°15′27″N,37.25759255,127°01′48″E,127.03005169,0.4597,189.256°
37°15′47″N,37.26309049,127°01′49″E,127.03026975,0.167,340.898°
37°15′30″N,37.25824079,127°02′05″E,127.03461514,0.5046,139.146°
37°15′52″N,37.26453014,127°01′53″E,127.03133389,0.3204,7.093°
37°15′44″N,37.2623369,127°01′59″E,127.03306883,0.2068,69.047°
37°15′42″N,37.26176023,127°02′05″E,127.03482775,0.349,88.387°
37°15′35″N,37.25963387,127°01′59″E,127.03316811,0.3036,138.305°
37°15′54″N,37.26508119,127°01′37″E,127.02694979,0.515,317.414°
37°15′52″N,37.2645075,127°02′08″E,127.03554786,0.5193,52.604°
37°15′37″N,37.26027934,127°01′51″E,127.03079545,0.1551,182.995°
37°15′52″N,37.26430952,127°01′47″E,127.02981527,0.3083,342.08°
37°15′35″N,37.25971062,127°01′59″E,127.0329223,0.2829,140.447°
37°15′38″N,37.26044001,127°02′06″E,127.03511433,0.3985,110.11°
37°15′31″N,37.25857807,127°01′55″E,127.03182043,0.3539,166.498°
37°15′48″N,37.26321301,127°02′13″E,127.03688772,0.5582,72.115°
37°15′32″N,37.25895948,127°01′44″E,127.02895486,0.3468,209.55°
37°15′45″N,37.26238161,127°01′57″E,127.03256262,0.168,61.982°
37°15′27″N,37.25740472,127°01′58″E,127.03283661,0.505,160.017°
37°15′39″N,37.26089588,127°01′58″E,127.03275298,0.1864,117.591°
37°15′32″N,37.25877202,127°02′11″E,127.03638504,0.5839,123.532°
37°15′45″N,37.26255581,127°01′28″E,127.02453987,0.5704,279.926°
37°15′31″N,37.2586095,127°02′03″E,127.03404427,0.4406,140.629°
37°15′36″N,37.26007167,127°02′04″E,127.03433134,0.3531,120.275°
37°15′33″N,37.25907467,127°02′10″E,127.03618036,0.5505,121.653°
37°15′57″N,37.26596155,127°01′39″E,127.02752739,0.5622,328.065°
37°15′44″N,37.26235198,127°02′06″E,127.03486422,0.3601,77.875°
37°15′48″N,37.26319729,127°02′02″E,127.03388322,0.3148,57.394°
37°15′46″N,37.26268468,127°02′10″E,127.0362374,0.4868,76.621°
37°15′52″N,37.26437791,127°01′46″E,127.02940954,0.3282,336.513°
37°15′43″N,37.26188373,127°01′44″E,127.02890679,0.1769,277.652°
37°15′37″N,37.26027051,127°01′31″E,127.0251931,0.5276,252.817°
37°15′58″N,37.2660953,127°01′45″E,127.02929433,0.5118,344.01°
37°15′53″N,37.2646834,127°01′59″E,127.03331283,0.3979,32.663°
37°15′38″N,37.26051165,127°01′36″E,127.02660991,0.4,251.179°
37°15′58″N,37.26610445,127°01′46″E,127.02952379,0.5076,346.247°
37°15′41″N,37.26126288,127°01′32″E,127.02549063,0.4799,264.56°
37°15′28″N,37.25780279,127°01′59″E,127.03337632,0.4835,152.884°
37°15′51″N,37.26416697,127°02′06″E,127.03487125,0.4488,51.802°
37°15′27″N,37.25738995,127°01′46″E,127.02937974,0.4946,195.651°
37°15′48″N,37.26323378,127°01′59″E,127.03322417,0.2701,49.982°
37°15′46″N,37.26291043,127°01′44″E,127.02884181,0.2275,307.266°
37°15′36″N,37.26009053,127°01′46″E,127.0293128,0.2244,218.388°
37°15′27″N,37.25751667,127°01′51″E,127.0309059,0.4622,179.793°
37°15′55″N,37.26526593,127°02′07″E,127.03516255,0.5505,43.433°
37°15′29″N,37.25809045,127°02′07″E,127.03534373,0.5607,135.276°
37°15′57″N,37.26588669,127°01′47″E,127.02977747,0.479,348.167°
37°15′50″N,37.26379753,127°01′40″E,127.02768175,0.3693,309.803°
37°15′57″N,37.26596721,127°01′41″E,127.02808421,0.5383,332.557°
37°15′36″N,37.25986656,127°01′46″E,127.02942261,0.239,212.844°
37°15′56″N,37.26563526,127°01′48″E,127.03000191,0.4477,349.922°
37°15′25″N,37.2568677,127°02′01″E,127.0337051,0.5897,154.973°
37°15′43″N,37.26189266,127°01′34″E,127.02611348,0.4233,273.326°
37°15′38″N,37.26068629,127°01′39″E,127.02738459,0.3289,250.527°
37°15′47″N,37.26311203,127°01′29″E,127.02464997,0.5749,286.179°
37°15′30″N,37.25831042,127°01′39″E,127.02738142,0.4859,219.693°
37°15′54″N,37.2650868,127°02′08″E,127.03559581,0.5639,47.659°
37°15′40″N,37.26099187,127°01′40″E,127.02773483,0.2891,254.832°
37°15′50″N,37.26376412,127°01′48″E,127.02994442,0.2472,340.274°
37°15′43″N,37.26204928,127°02′01″E,127.03366036,0.2491,80.299°
37°15′44″N,37.26225474,127°01′52″E,127.03109779,0.0674,16.06°
37°15′25″N,37.2569893,127°01′47″E,127.02959886,0.5332,192.35°
37°15′30″N,37.25843639,127°01′42″E,127.02830387,0.4264,212.433°
37°15′33″N,37.25917902,127°02′11″E,127.03644128,0.5645,119.419°
37°15′32″N,37.25878663,127°02′08″E,127.0356167,0.5275,127.469°
37°15′48″N,37.26323601,127°01′38″E,127.02719987,0.3699,298.058°
37°15′41″N,37.26144608,127°01′29″E,127.02473284,0.5454,267.361°
37°15′46″N,37.26264455,127°01′43″E,127.02870705,0.2212,299.274°
37°15′45″N,37.26256246,127°01′31″E,127.02514815,0.5176,281.034°
37°15′50″N,37.26393432,127°02′11″E,127.03635801,0.5458,62.543°
37°15′40″N,37.26112477,127°02′09″E,127.03579973,0.4391,97.966°
37°15′53″N,37.26478707,127°01′54″E,127.03171265,0.3541,11.911°
37°15′58″N,37.26604907,127°01′56″E,127.03213928,0.4993,12.827°
37°15′41″N,37.26139155,127°02′03″E,127.03419828,0.2948,96.073°
37°15′26″N,37.25724399,127°01′59″E,127.0332809,0.5362,156.718°
37°15′34″N,37.25949727,127°01′42″E,127.02832763,0.3314,223.127°
37°15′32″N,37.25888964,127°01′36″E,127.02659661,0.4899,230.827°
37°15′26″N,37.25715679,127°02′01″E,127.03348175,0.5522,155.421°
37°15′34″N,37.25950995,127°01′51″E,127.03091269,0.2405,179.458°
37°15′46″N,37.26288418,127°01′32″E,127.02542865,0.5016,285.593°
37°15′46″N,37.2628275,127°01′57″E,127.03242794,0.1874,46.704°
37°15′31″N,37.25862039,127°01′36″E,127.0266925,0.5031,227.571°
37°15′45″N,37.2625179,127°01′30″E,127.02498534,0.5308,280.211°
37°15′55″N,37.26526333,127°02′05″E,127.03482433,0.5301,41.105°
37°15′48″N,37.26336382,127°01′53″E,127.03134552,0.1925,12.172°
37°15′37″N,37.26034028,127°02′12″E,127.03654789,0.5226,106.465°
37°15′38″N,37.26044647,127°02′14″E,127.03721776,0.5768,103.669°
37°15′59″N,37.26656963,127°01′44″E,127.02892364,0.5718,342.306°
37°15′35″N,37.25961004,127°01′44″E,127.02896316,0.2857,216.597°
37°15′52″N,37.26452236,127°01′53″E,127.03137936,0.32,7.827°
37°15′55″N,37.26521267,127°01′42″E,127.02819642,0.4602,328.836°
37°15′32″N,37.25894007,127°01′33″E,127.02586956,0.5382,235.625°
37°15′44″N,37.26215394,127°02′05″E,127.03468829,0.3407,80.948°
37°15′36″N,37.26001892,127°01′31″E,127.02523567,0.533,249.822°
37°15′52″N,37.2644189,127°01′32″E,127.02563295,0.5565,303.303°
37°15′40″N,37.26118788,127°01′48″E,127.02996977,0.0974,236.449°
37°15′51″N,37.26426349,127°02′12″E,127.03658414,0.5809,60.248°
37°15′33″N,37.25903199,127°01′30″E,127.0250428,0.5949,240.423°
37°15′34″N,37.25950775,127°01′32″E,127.0254982,0.5343,243.225°
37°15′44″N,37.26221919,127°01′34″E,127.0260281,0.4344,278.055°
37°15′41″N,37.26138584,127°01′54″E,127.03179805,0.0867,111.537°
37°15′46″N,37.2626683,127°02′10″E,127.03597497,0.4638,76.176°
37°15′36″N,37.26012031,127°01′39″E,127.02755821,0.3415,239.644°
37°15′54″N,37.26491268,127°01′50″E,127.03052826,0.3618,354.965°
37°15′52″N,37.26449107,127°02′03″E,127.03408851,0.4226,42.107°
37°16′01″N,37.26691431,127°01′53″E,127.03144805,0.5852,4.868°
37°15′42″N,37.26178849,127°01′40″E,127.02778283,0.2751,272.7°
37°15′31″N,37.25856744,127°01′36″E,127.02663746,0.5106,227.452°
37°15′51″N,37.26412079,127°01′44″E,127.028934,0.3226,327.596°
37°15′49″N,37.2637377,127°01′56″E,127.03230996,0.262,28.733°
37°15′32″N,37.25881858,127°01′53″E,127.03142033,0.3209,171.539°
37°15′45″N,37.26238467,127°01′38″E,127.027143,0.3408,283.452°
37°15′56″N,37.26546301,127°01′35″E,127.02628319,0.5864,315.978°
37°15′55″N,37.26520959,127°01′36″E,127.02668017,0.5418,316.578°
37°15′29″N,37.25811045,127°01′54″E,127.03163717,0.4017,170.483°
37°15′48″N,37.263282,127°01′47″E,127.02968068,0.2085,329.192°
37°15′45″N,37.2623978,127°01′27″E,127.02429094,0.5895,277.874°
37°15′41″N,37.26130946,127°01′49″E,127.03021322,0.072,235.939°
37°15′43″N,37.26206908,127°01′39″E,127.02749458,0.3035,278.367°
37°15′23″N,37.25645663,127°01′51″E,127.03095187,0.5801,179.433°
37°15′29″N,37.25809293,127°01′49″E,127.0303881,0.4005,186.331°
37°15′24″N,37.25655648,127°01′44″E,127.02875538,0.5995,198.349°
37°15′44″N,37.26217469,127°01′53″E,127.03150773,0.0784,44.502°
37°15′58″N,37.26602114,127°01′52″E,127.03112506,0.4842,2.494°
37°15′40″N,37.2609829,127°01′37″E,127.02696034,0.356,257.566°
37°15′53″N,37.26461218,127°01′43″E,127.02854372,0.3873,327.614°
37°15′42″N,37.26175013,127°01′55″E,127.03182495,0.0835,84.025°
37°15′38″N,37.26047396,127°01′30″E,127.02498867,0.5389,255.685°
37°15′24″N,37.2567955,127°01′49″E,127.0301964,0.5458,186.431°
37°15′38″N,37.2606544,127°01′59″E,127.03304529,0.2221,120.642°
37°15′50″N,37.26391445,127°01′59″E,127.03306807,0.3154,37.742°
37°15′32″N,37.25887308,127°02′04″E,127.03437349,0.4384,135.246°
37°15′59″N,37.26659948,127°01′57″E,127.03255515,0.5676,15.079°
37°15′37″N,37.26040012,127°01′41″E,127.02792735,0.2978,241.634°
37°15′43″N,37.26208191,127°02′13″E,127.03680989,0.5263,85.028°
37°15′24″N,37.2567594,127°01′49″E,127.03013949,0.5504,186.905°
37°15′25″N,37.25690623,127°01′42″E,127.02842543,0.5731,202.348°
37°15′53″N,37.26469849,127°01′43″E,127.0287003,0.3883,330.101°
37°15′50″N,37.26399863,127°01′36″E,127.0266955,0.4524,304.895°
37°15′30″N,37.25846028,127°01′39″E,127.02757681,0.462,219.363°
37°15′46″N,37.26266086,127°01′30″E,127.02495185,0.5368,281.826°
37°15′57″N,37.26591031,127°02′04″E,127.03445067,0.5672,33.788°
37°15′49″N,37.26372747,127°02′03″E,127.03414421,0.368,51.588°
37°15′45″N,37.26250324,127°01′35″E,127.02647782,0.4011,283.328°
37°15′51″N,37.2641046,127°01′40″E,127.02780246,0.3844,314.74°
37°15′27″N,37.25754665,127°01′50″E,127.03061781,0.4595,182.973°
37°15′35″N,37.25977711,127°01′32″E,127.02568233,0.5067,245.42°
37°15′44″N,37.26221786,127°02′15″E,127.0374647,0.5854,84.045°
37°15′49″N,37.26347635,127°01′32″E,127.02555286,0.5131,293.028°
37°15′30″N,37.25828011,127°01′37″E,127.02686205,0.5189,223.365°
37°15′29″N,37.25794891,127°01′45″E,127.02925022,0.4387,199.285°
37°15′28″N,37.25785658,127°01′52″E,127.03108575,0.4247,177.626°
37°15′27″N,37.25738728,127°01′46″E,127.02939825,0.4945,195.459°
37°15′51″N,37.26426954,127°01′48″E,127.02995333,0.3005,344.036°
37°15′58″N,37.26618831,127°01′44″E,127.02876474,0.5363,339.496°
37°15′28″N,37.2576452,127°01′39″E,127.02759498,0.5344,213.052°
37°15′57″N,37.26577283,127°01′53″E,127.0312896,0.4575,4.468°
37°15′33″N,37.25919369,127°01′58″E,127.03289242,0.3279,147.217°
37°15′38″N,37.260493,127°01′36″E,127.02658122,0.4031,251.016°
37°15′42″N,37.2616155,127°01′31″E,127.02523023,0.5008,269.283°
37°15′42″N,37.26155596,127°01′54″E,127.03175096,0.0776,99.578°
37°15′29″N,37.25810094,127°02′03″E,127.03427379,0.4976,142.952°
37°15′48″N,37.26344471,127°01′51″E,127.03093968,0.1972,1.355°
37°15′41″N,37.26125094,127°01′37″E,127.02681381,0.3636,262.601°
37°15′56″N,37.26556431,127°01′59″E,127.03321554,0.4795,25.459°
37°15′30″N,37.25828037,127°01′42″E,127.02831822,0.4405,211.082°
37°15′33″N,37.25905278,127°01′32″E,127.02564975,0.5476,237.858°
