latitude,longitude
37.317579,127.016767
37.317733,127.016677
37.317886,127.016578
37.318037,127.01648
37.318201,127.016279
37.317485,127.016793
37.317674,127.016638
37.316798,127.017698
37.317942,127.016437
37.318107,127.016339
37.318341,127.016079
37.318537,127.015955
37.318713,127.01584
37.318915,127.01571
37.319064,127.015606
37.319278,127.01549
37.319386,127.015405
37.319659,127.015281
37.316721,127.01789
37.319823,127.015279
37.319988,127.015279
37.320127,127.015287
37.320274,127.015298
37.316651,127.018172
37.316597,127.01849
37.316532,127.018693
37.316421,127.01882
37.31153,127.023303
37.310291,127.024772
37.310174,127.024955
37.310075,127.025189
37.31,127.025449
37.309858,127.025742
37.309764,127.026013
37.311794,127.022739
37.311873,127.022553
37.311945,127.022389
37.311447,127.023469
37.31135,127.023658
37.311206,127.023853
37.310985,127.024129
37.310852,127.024101
37.31071,127.024154
37.310604,127.02429
37.310478,127.024558
37.311683,127.023244
37.309971,127.025917
37.309804,127.0263
37.311771,127.023032
37.312028,127.022471
37.312118,127.022279
37.31219,127.022093
37.312364,127.021713
37.312526,127.021428
37.311539,127.023543
37.311273,127.024033
37.310994,127.024394
37.310728,127.024687
37.310566,127.024857
37.310385,127.025082
37.310264,127.025285
37.310129,127.02555
37.308772,127.027529
37.307492,127.029418
37.307388,127.029537
37.307235,127.029689
37.307055,127.029853
37.306906,127.029926
37.308955,127.027453
37.309056,127.027298
37.30916,127.027143
37.309241,127.026994
37.309317,127.02685
37.308531,127.027744
37.309407,127.026684
37.309493,127.026517
37.309572,127.026354
37.309664,127.026216
37.308328,127.027913
37.308146,127.028082
37.307943,127.028364
37.307893,127.028646
37.307767,127.028928
37.307695,127.029108
37.307573,127.029306
37.306897,127.030106
37.30811,127.028465
37.308281,127.028178
37.308533,127.027913
37.308804,127.027755
37.30916,127.027462
37.309349,127.027287
37.309466,127.027062
37.309561,127.026853
37.306974,127.030039
37.307019,127.029994
37.307091,127.029937
37.307298,127.029808
37.307452,127.029683
37.307654,127.029407
37.307826,127.029075
37.307965,127.028793
37.302604,127.031289
37.303356,127.031515
37.303734,127.031459
37.304153,127.031397
37.304442,127.03134
37.304631,127.031284
37.304834,127.031205
37.304996,127.03116
37.305217,127.031042
37.305451,127.030935
37.305645,127.030783
37.302633,127.030818
37.305883,127.030551
37.306005,127.030422
37.306095,127.030292
37.306244,127.030157
37.30637,127.030061
37.306514,127.029982
37.306589,127.029841
37.302687,127.030144
37.302741,127.029549
37.30276,127.028999
37.302796,127.028621
37.303041,127.028433
37.30268,127.031599
37.303027,127.031571
37.302473,127.031926
37.305681,127.03098
37.305956,127.030698
37.306145,127.030506
37.306339,127.030349
37.306546,127.030241
37.302977,127.031825
37.303392,127.031735
37.303788,127.031662
37.304198,127.031572
37.304536,127.031515
37.304793,127.031465
37.305018,127.03138
37.305343,127.031211
37.299644,127.027853
37.297289,127.026065
37.299807,127.028107
37.300005,127.028361
37.300113,127.028508
37.300343,127.028936
37.299113,127.027114
37.29887,127.026911
37.298631,127.02677
37.298415,127.026657
37.298244,127.026561
37.298082,127.026403
37.297798,127.026257
37.2975,127.026163
37.299596,127.025084
37.299676,127.026082
37.299676,127.026449
37.299699,127.026686
37.299676,127.02703
37.2995,127.027385
37.299426,127.027613
37.2993,127.02743
37.299237,127.027712
37.299591,127.024791
37.299605,127.024408
37.299713,127.024137
37.299812,127.023849
37.299947,127.023483
37.299965,127.02306
37.29964,127.025603
37.299658,127.025834
37.316264,126.986984
37.315224,126.986714
37.314915,126.986632
37.314618,126.986547
37.314334,126.986449
37.314034,126.98637
37.313829,126.98633
37.313602,126.986313
37.316548,126.987088
37.316787,126.987227
37.317168,126.987511
37.31703,126.987393
37.317328,126.987647
37.315969,126.986888
37.315742,126.986826
37.315456,126.986759
37.313786,126.98545
37.312129,126.986522
37.311795,126.986745
37.311579,126.986886
37.311408,126.986996
37.31112,126.987208
37.310712,126.987498
37.314097,126.985247
37.314462,126.985016
37.314723,126.984844
37.313467,126.985659
37.31316,126.985859
37.312813,126.986082
37.312563,126.986237
37.312374,126.986364
37.314207,126.98391
37.314493,126.983834
37.314212,126.983578
37.313854,126.983273
37.313532,126.983002
37.313025,126.982546
37.312657,126.982241
37.31243,126.982269
37.312346,126.981968
37.312592,126.982075
37.312802,126.981956
37.314557,126.984235
37.313101,126.981846
37.313423,126.981705
37.313696,126.981516
37.313856,126.983614
37.313568,126.983375
37.313104,126.982966
37.312734,126.982653
37.312464,126.982427
37.312383,126.98236
37.314826,126.984117
37.312782,126.985876
37.313104,126.985656
37.313354,126.985501
37.313662,126.985292
37.314039,126.985055
37.314349,126.984864
37.314674,126.984624
37.312548,126.986017
37.312313,126.986164
37.312079,126.986319
37.311737,126.986536
37.311516,126.986686
37.311293,126.986833
37.311016,126.987024
37.310653,126.98729
37.312719,126.98562
37.31161,126.985073
37.311266,126.985067
37.3125,126.985445
37.312273,126.985264
37.311786,126.984963
37.311399,126.984985
37.311101,126.984892
37.310853,126.984687
37.310698,126.984196
37.312018,126.98518
37.31124,126.977831
37.30994,126.976455
37.309773,126.976258
37.30957,126.975998
37.309372,126.975761
37.309201,126.975525
37.309014,126.975319
37.308822,126.975096
37.311506,126.97807
37.311711,126.978248
37.311048,126.977667
37.310861,126.977504
37.310699,126.977337
37.310532,126.977171
37.31037,126.976982
37.310179,126.976757
37.309809,126.975702
37.308097,126.973641
37.307941,126.973458
37.307734,126.973235
37.310055,126.976035
37.310264,126.976286
37.310496,126.976565
37.310681,126.97679
37.310897,126.97701
37.311136,126.977239
37.311487,126.977554
37.309678,126.975569
37.311839,126.977859
37.309473,126.975321
37.309261,126.975068
37.309068,126.974831
37.308863,126.974569
37.308642,126.974312
37.308489,126.974123
37.308302,126.973903
37.30701,126.98185
37.306195,126.981955
37.305915,126.982003
37.305654,126.982037
37.305273,126.982085
37.304863,126.982139
37.304553,126.982181
37.309429,126.981511
37.309567,126.981489
37.307416,126.9818
37.307708,126.98176
37.308163,126.981695
37.308348,126.981661
37.308641,126.98163
37.309019,126.981579
37.309283,126.98152
37.306553,126.981915
37.314354,126.984288
37.314041,126.984077
37.31373,126.983798
37.313448,126.983566
37.313167,126.983327
37.312806,126.983012
37.312455,126.982723
37.312013,126.982401
37.315176,126.984404
37.315516,126.984017
37.315926,126.983549
37.31616,126.982957
37.315744,126.983442
37.315304,126.983941
37.31494,126.984367
37.296143,127.00088
37.296409,127.000327
37.29649,127.000017
37.296568,126.999786
37.296111,127.001266
37.296215,127.000417
37.296294,127.00007
37.296386,126.999769
37.296539,126.999428
37.296931,126.998881
37.296289,127.001108
37.296334,127.000699
37.305299,126.988182
37.305012,126.982646
37.305394,126.988323
37.305351,126.987792
37.30533,126.987243
37.30529,126.986495
37.305269,126.985912
37.305242,126.985418
37.305213,126.984834
37.305186,126.984208
37.305161,126.98365
37.305247,126.987446
37.30512,126.98297
37.305098,126.982294
37.30522,126.986822
37.305186,126.986165
37.305161,126.985678
37.305139,126.985108
37.3051,126.984468
37.30508,126.983881
37.305055,126.983331
37.306347,126.99088
37.30736,126.989992
37.3077,126.989704
37.308052,126.989428
37.308351,126.989163
37.308673,126.988878
37.306072,126.991126
37.305725,126.991413
37.305497,126.991602
37.305223,126.991848
37.30488,126.992121
37.304569,126.992341
37.306739,126.990547
37.307099,126.990232
37.306977,126.990607
37.307806,126.990381
37.307574,126.990646
37.30727,126.990965
37.307065,126.99119
37.306588,126.990937
37.306293,126.991182
37.306018,126.991427
37.305642,126.99174
37.305392,126.99196
37.30504,126.992225
37.307315,126.990316
37.304828,126.992544
37.305146,126.992866
37.305441,126.993086
37.305788,126.993342
37.306741,126.991484
37.307631,126.990034
37.308009,126.989707
37.308329,126.989425
37.308556,126.989236
37.308477,126.989526
37.308322,126.989749
37.30807,126.990093
37.302582,126.988955
37.302458,126.988396
37.302709,126.98944
37.302812,126.989902
37.302979,126.990554
37.303152,126.991072
37.303385,126.991487
37.303716,126.991839
37.304186,126.992189
37.305243,126.995911
37.302547,126.997251
37.302249,126.997383
37.301887,126.99753
37.305563,126.995446
37.305585,126.995062
37.305626,126.994481
37.305691,126.993999
37.305784,126.99363
37.305923,126.993049
37.306029,126.992631
37.305,126.996075
37.304763,126.996238
37.304439,126.996413
37.304157,126.99656
37.303811,126.996701
37.303556,126.996805
37.303265,126.996935
37.302898,126.997098
37.301695,126.994806
37.304502,126.992719
37.301263,126.99515
37.301049,126.995322
37.300749,126.995542
37.300522,126.995714
37.302044,126.994561
37.3024,126.99429
37.30268,126.99407
37.303049,126.993799
37.303299,126.993607
37.303646,126.993345
37.303835,126.993198
37.304105,126.992984
37.301139,126.995001
37.30395,126.992869
37.304119,126.992739
37.304279,126.992615
37.300846,126.995235
37.300456,126.995519
37.300193,126.995607
37.301425,126.994789
37.301781,126.994521
37.302094,126.994281
37.302423,126.994033
37.302709,126.99381
37.302986,126.993602
37.30338,126.9933
37.303666,126.993077
37.300683,126.987413
37.300107,126.990165
37.299774,126.990354
37.299454,126.990537
37.299163,126.990698
37.298836,126.990887
37.300316,126.987015
37.299832,126.98666
37.299618,126.986502
37.299314,126.986262
37.298989,126.986003
37.300794,126.987726
37.298654,126.985673
37.298485,126.985236
37.298334,126.984934
37.298147,126.984447
37.29802,126.984069
37.297899,126.983714
37.29775,126.983344
37.300915,126.987477
37.301075,126.987914
37.301217,126.988301
37.300922,126.988078
37.30135,126.988667
37.301479,126.988989
37.301731,126.989192
37.302015,126.989059
37.302292,126.9892
37.30192,126.989375
37.301699,126.989488
37.301395,126.989671
37.301157,126.989815
37.300918,126.989959
37.301129,126.988667
37.300634,126.99012
37.300307,126.990306
37.300017,126.990489
37.299722,126.990658
37.299348,126.99087
37.299039,126.991053
37.298683,126.991259
37.300652,126.986956
37.300226,126.986665
37.299847,126.986378
37.301229,126.988977
37.299591,126.986169
37.299271,126.985921
37.298962,126.985676
37.298759,126.985425
37.298559,126.984898
37.298383,126.984447
37.298257,126.98412
37.29814,126.983812
37.298025,126.983502
37.297872,126.983026
37.301186,126.989533
37.300933,126.987181
37.301132,126.987052
37.301336,126.986975
37.301683,126.987037
37.301949,126.987294
37.300963,126.989671
37.300663,126.989874
37.300379,126.990035
37.300206,126.996258
37.299091,126.996952
37.29883,126.997161
37.298578,126.997349
37.29831,126.99755
37.29806,126.99793
37.297877,126.998345
37.297706,126.998514
37.29749,126.99868
37.297289,126.998841
37.297102,126.998982
37.300409,126.996504
37.297864,126.997857
37.300632,126.996797
37.300875,126.997127
37.301076,126.9974
37.301285,126.997696
37.299911,126.996317
37.299695,126.996492
37.29951,126.996633
37.324759,126.986791
37.327678,126.985388
37.327946,126.98523
37.328284,126.98503
37.328579,126.984897
37.324405,126.986926
37.324056,126.987062
37.323619,126.987228
37.323166,126.987375
37.322804,126.987488
37.322362,126.987612
37.325137,126.98663
37.321964,126.987716
37.32159,126.987801
37.321274,126.987883
37.320918,126.987962
37.320481,126.988052
37.320134,126.988112
37.325466,126.986489
37.325655,126.986413
37.326029,126.986252
37.326414,126.986066
37.326734,126.985896
37.326964,126.985778
37.327345,126.98558
37.321063,126.988853
37.321448,126.990269
37.321945,126.988693
37.322304,126.988625
37.32262,126.988533
37.323025,126.988426
37.323402,126.988312
37.32365,126.988251
37.323864,126.988174
37.324184,126.988106
37.324665,126.988045
37.321274,126.988865
37.321466,126.988828
37.319921,126.988588
37.320265,126.988749
37.320547,126.988848
37.320808,126.989048
37.320934,126.98944
37.321209,126.989903
37.318186,126.988343
37.315659,126.988504
37.315282,126.988524
37.314823,126.988544
37.31442,126.9886
37.313987,126.988702
37.313627,126.988818
37.31344,126.988902
37.318576,126.988309
37.318916,126.988287
37.317785,126.988377
37.3174,126.988408
37.317021,126.988439
37.316785,126.988453
37.316515,126.988465
37.316159,126.988482
37.310203,126.98789
37.309164,126.988708
37.308975,126.988872
37.308806,126.989089
37.310502,126.987871
37.310825,126.988367
37.311273,126.989044
37.311591,126.989501
37.309971,126.988062
37.309746,126.988232
37.309604,126.98835
37.309421,126.9885
37.310262,126.991824
37.310525,126.991283
37.310809,126.990787
37.311034,126.990454
37.311354,126.990045
37.311577,126.989794
37.3101,126.992194
37.309922,126.992592
37.309726,126.993034
37.309505,126.993536
37.309257,126.994081
37.30916,126.994315
37.309012,126.994636
37.308793,126.99513
37.310753,126.991619
37.313088,126.98919
37.31337,126.989359
37.313264,126.989182
37.310449,126.992216
37.31025,126.992656
37.31007,126.993068
37.309906,126.993446
37.309712,126.993886
37.30953,126.994306
37.309323,126.994766
37.310892,126.991297
37.309145,126.995149
37.31094,126.991734
37.311115,126.991858
37.311298,126.991974
37.311088,126.990967
37.311338,126.990617
37.311613,126.99027
37.311892,126.989966
37.312154,126.989732
37.312528,126.98943
37.312832,126.98923
37.307466,126.994571
37.307032,126.994264
37.306725,126.994036
37.306392,126.99381
37.306092,126.993587
37.307768,126.994783
37.308221,126.995104
37.308593,126.995375
37.312361,126.995203
37.312017,126.995956
37.311848,126.996379
37.311733,126.996624
37.311593,126.996957
37.311485,126.997191
37.311393,126.997442
37.311264,126.997718
37.311163,126.997933
37.312469,126.994859
37.31237,126.994602
37.312152,126.994436
37.311929,126.994275
37.311685,126.994078
37.311462,126.993894
37.312226,126.995485
37.312134,126.99571
37.310284,126.997033
37.311818,126.99826
37.31219,126.998505
37.310138,126.996864
37.309883,126.996506
37.309597,126.996207
37.309158,126.995849
37.309016,126.995728
37.310611,126.997386
37.310868,126.997913
37.311463,126.998249
37.312546,126.998722
37.314195,127.000344
37.31429,127.000474
37.314413,127.000719
37.314573,127.001001
37.314695,127.001218
37.314814,127.001438
37.31497,127.001703
37.315116,127.001926
37.315373,127.002155
37.315682,127.002284
37.312677,126.998841
37.312868,126.999033
37.313055,126.999224
37.313267,126.999464
37.31344,126.999639
37.313661,126.999808
37.313911,127
37.314071,127.000161
37.310079,126.998762
37.309956,126.998739
37.3098,126.998711
37.309579,126.998703
37.309593,127.001607
37.311014,126.998364
37.309329,127.002245
37.309142,127.002668
37.309009,127.003001
37.308886,127.003311
37.308714,127.003731
37.30898,127.001712
37.3086,127.001435
37.308289,127.001221
37.308041,127.001038
37.309753,127.001263
37.3078,127.000883
37.307518,127.000705
37.307277,127.000494
37.307029,127.000344
37.309906,127.000897
37.310046,127.000541
37.310203,127.00018
37.310348,126.999834
37.310575,126.999343
37.310719,126.999021
37.310863,126.998714
37.307964,126.997885
37.307241,126.999549
37.307061,126.999972
37.306865,127.000384
37.306725,127.000708
37.306554,127.001103
37.306329,127.00159
37.306171,127.00192
37.308104,126.997558
37.30828,126.997157
37.308476,126.996681
37.308667,126.996235
37.308829,126.995849
37.307723,126.998435
37.30759,126.998734
37.307437,126.9991
37.307392,126.998381
37.307566,126.997981
37.307701,126.997668
37.307894,126.997208
37.308079,126.996785
37.308244,126.996396
37.308397,126.996018
37.308552,126.995685
37.307228,126.998739
37.307052,126.999165
37.306901,126.999518
37.306739,126.999907
37.306554,127.000319
37.306376,127.000725
37.30618,127.001184
37.306,127.001576
37.305196,126.996114
37.304615,126.996512
37.304356,126.996661
37.304022,126.996783
37.303689,126.996935
37.303421,126.997056
37.303049,126.997217
37.302729,126.997355
37.302463,126.997476
37.302049,126.997645
37.305631,126.995748
37.3057,126.995184
37.305732,126.994735
37.305757,126.994366
37.305833,126.993912
37.305964,126.993413
37.306079,126.993032
37.304898,126.996328
37.323647,126.992774
37.323354,126.992455
37.323002,126.991978
37.322703,126.991707
37.322399,126.991431
37.322038,126.991036
37.306386,126.970035
37.307248,126.968216
37.307354,126.968035
37.307455,126.967855
37.307633,126.967542
37.307732,126.967369
37.307847,126.967172
37.307946,126.967017
37.308054,126.966828
37.306363,126.969674
37.306053,126.970311
37.306147,126.970754
37.305809,126.970737
37.305595,126.970591
37.306064,126.971211
37.306564,126.969434
37.306699,126.96918
37.306805,126.968991
37.306915,126.968797
37.307034,126.968585
37.307122,126.96843
37.306407,126.97301
37.306736,126.973103
37.306988,126.973179
37.307218,126.973306
37.307524,126.973531
37.307811,126.973847
37.305472,126.972528
37.305521,126.970749
37.305785,126.972257
37.305826,126.971956
37.305857,126.97164
37.30604,126.972539
37.305952,126.972418
37.305947,126.97204
37.306001,126.971566
37.305402,126.972946
37.305567,126.972937
37.305425,126.972373
37.305576,126.973447
37.305542,126.973727
37.30549,126.974096
37.305463,126.974415
37.305445,126.974601
37.305682,126.973225
37.305623,126.973617
37.305565,126.974042
37.306179,126.972959
37.305999,126.97294
37.305413,126.972136
37.30583,126.973295
37.305774,126.973676
37.305725,126.974045
37.305684,126.974443
37.305673,126.974852
37.3057,126.975255
37.305718,126.975588
37.305779,126.976056
37.305053,126.972985
37.304686,126.973042
37.305605,126.972522
37.304208,126.973107
37.303812,126.973163
37.303485,126.973206
37.303244,126.973242
37.305688,126.972387
37.305738,126.97197
37.305816,126.971471
37.30585,126.971163
37.30571,126.970884
37.305161,126.972559
37.304877,126.972596
37.304506,126.972655
37.304134,126.972706
37.303751,126.972763
37.303447,126.9728
37.303208,126.972833
37.305115,126.968874
37.305653,126.967148
37.305892,126.967029
37.306151,126.966953
37.306351,126.967009
37.306525,126.967094
37.306757,126.967198
37.306926,126.967288
37.307174,126.967452
37.307397,126.967632
37.305374,126.969062
37.304931,126.968891
37.305363,126.969454
37.305341,126.969756
37.30532,126.97003
37.305303,126.970286
37.305071,126.970244
37.304861,126.9701
37.304701,126.970013
37.304507,126.96992
37.304323,126.969895
37.304753,126.968902
37.3053,126.968724
37.305257,126.968487
37.305196,126.968118
37.30523,126.967887
37.305302,126.967599
37.305457,126.9673
37.305297,126.967184
37.305131,126.967103
37.304939,126.96701
37.304937,126.966759
37.305029,126.966446
37.305135,126.966042
37.305238,126.9656
37.302617,126.969726
37.303142,126.969884
37.303428,126.96974
37.303568,126.969362
37.303793,126.969571
37.303982,126.9697
37.304226,126.970233
37.304325,126.970462
37.304251,126.970727
37.30435,126.970938
37.304276,126.97126
37.302106,126.969608
37.304384,126.971598
37.304307,126.971925
37.304427,126.972334
37.301583,126.969543
37.30118,126.969575
37.302629,126.969819
37.302223,126.969721
37.302034,126.969679
37.301712,126.969631
37.301133,126.969662
37.301043,126.969233
37.300933,126.970246
37.300901,126.970522
37.300874,126.970784
37.300843,126.971058
37.300818,126.971334
37.300791,126.971582
37.300762,126.97185
37.300737,126.972115
37.300455,126.972172
37.300487,126.971862
37.301063,126.968988
37.300521,126.971554
37.30055,126.971264
37.300586,126.971013
37.300615,126.970765
37.300653,126.970426
37.300682,126.970158
37.300705,126.969927
37.300734,126.969657
37.300761,126.969437
37.300788,126.969169
37.301088,126.968751
37.30082,126.968909
37.300846,126.968647
37.300869,126.968407
37.300889,126.968204
37.300914,126.968032
37.300934,126.969186
37.300966,126.968909
37.301,126.968653
37.301013,126.968407
37.30102,126.968184
37.301115,126.968481
37.301047,126.968012
37.300647,126.971653
37.300636,126.971814
37.300682,126.972046
37.300713,126.971703
37.300758,126.971283
37.300812,126.970909
37.300827,126.970573
37.300861,126.970284
37.300781,126.969795
37.301141,126.968213
37.300716,126.970261
37.300682,126.970596
37.300629,126.971161
37.300571,126.971695
37.300537,126.972023
37.301164,126.967993
37.301009,126.969493
37.300989,126.969727
37.300959,126.969992
37.300463,126.966214
37.300391,126.966865
37.300357,126.967206
37.300326,126.967477
37.300285,126.967807
37.300252,126.968165
37.300218,126.968509
37.300173,126.96889
37.300139,126.96922
37.300142,126.96944
37.300508,126.965825
37.300542,126.965497
37.300573,126.965128
37.300602,126.964838
37.300636,126.964482
37.300665,126.964214
37.300696,126.963913
37.300429,126.966456
37.300114,126.96779
37.300247,126.966428
37.300276,126.966129
37.300314,126.965788
37.300352,126.96545
37.300386,126.965111
37.30042,126.964798
37.300453,126.964477
37.300489,126.964189
37.300516,126.96387
37.300085,126.968143
37.300047,126.968489
37.300011,126.968873
37.299973,126.969203
37.299937,126.969443
37.300143,126.967452
37.300175,126.967195
37.300204,126.966851
37.299775,126.970937
37.300065,126.969736
37.300013,126.970136
37.299975,126.970435
37.299946,126.970737
37.299919,126.970982
37.299743,126.971301
37.299701,126.971648
37.299626,126.972071
37.299804,126.970692
37.299829,126.970413
37.299856,126.970114
37.299894,126.969803
37.299905,126.96971
37.296436,126.970152
37.292816,126.969739
37.292474,126.969725
37.292134,126.969699
37.291753,126.969674
37.291393,126.969657
37.291007,126.969632
37.2969,126.970335
37.297227,126.970487
37.297569,126.970695
37.297865,126.970884
37.29611,126.97005
37.29807,126.971042
37.298459,126.971358
37.298732,126.971606
37.299088,126.971961
37.299417,126.972181
37.295756,126.969971
37.295402,126.969912
37.294796,126.969853
37.294431,126.969823
37.294066,126.969809
37.293726,126.969786
37.293373,126.969775
37.297326,126.970997
37.29631,126.970532
37.29606,126.970454
37.295758,126.97038
37.295357,126.970316
37.294896,126.970262
37.294436,126.970246
37.294031,126.97022
37.29372,126.970201
37.29333,126.970178
37.292846,126.97015
37.297648,126.9712
37.292449,126.970131
37.292109,126.970111
37.291762,126.970086
37.29139,126.970063
37.29101,126.970069
37.297993,126.971459
37.29836,126.971767
37.298626,126.972029
37.29891,126.972296
37.299248,126.972533
37.296984,126.970814
37.296601,126.970642
37.292969,126.969474
37.293125,126.969217
37.292962,126.968873
37.293154,126.968633
37.290302,126.970005
37.290562,126.970033
37.289956,126.969985
37.28957,126.969963
37.289217,126.969935
37.28882,126.969915
37.289816,126.969774
37.289419,126.969763
37.289021,126.969732
37.290877,126.96897
37.290872,126.968654
37.290876,126.968406
37.290924,126.968005
37.290856,126.969308
37.290847,126.969567
37.294061,126.967889
37.293841,126.967925
37.293591,126.967951
37.293307,126.967968
37.29303,126.968005
37.292737,126.968027
37.292446,126.968027
37.292174,126.968022
37.291942,126.968016
37.291665,126.968019
