,latitude,,longitude,distance,bearing
37°15′41″N,37.26133891,127°02′15″E,127.03747584,0.5844,93.633°
37°15′49″N,37.2636655,127°02′13″E,127.03684072,0.5718,67.181°
37°15′59″N,37.26643892,127°01′47″E,127.02967705,0.5409,348.58°
37°15′42″N,37.26179488,127°01′51″E,127.03094034,0.0145,19.06°
37°15′43″N,37.26194579,127°02′09″E,127.03589952,0.4448,86.072°
37°15′36″N,37.26007378,127°01′53″E,127.03144978,0.1846,164.344°
37°15′53″N,37.26467645,127°02′01″E,127.03358907,0.411,35.593°
37°15′49″N,37.26347494,127°02′11″E,127.03637942,0.5259,67.584°
37°15′32″N,37.25879754,127°01′39″E,127.02744624,0.4416,223.613°
37°15′48″N,37.26343366,127°01′39″E,127.02762063,0.3493,304.125°
37°15′28″N,37.25790649,127°01′42″E,127.02835491,0.475,208.156°
37°15′55″N,37.26514142,127°02′08″E,127.03548305,0.5607,46.513°
37°15′42″N,37.26174281,127°02′11″E,127.03651347,0.4981,89.092°
37°15′49″N,37.26360946,127°01′52″E,127.03112909,0.2166,5.679°
37°15′54″N,37.26498859,127°01′59″E,127.03329893,0.4262,30.06°
37°15′51″N,37.26417899,127°01′38″E,127.02725113,0.4258,310.906°
37°15′38″N,37.26061908,127°01′59″E,127.03325485,0.2401,119.192°
37°15′43″N,37.26194624,127°01′33″E,127.02593612,0.4393,273.983°
37°15′34″N,37.25937371,127°01′33″E,127.02596065,0.5055,239.624°
37°15′57″N,37.26581945,127°01′50″E,127.03044926,0.4629,355.199°
37°15′25″N,37.25689206,127°01′50″E,127.03063982,0.5321,182.357°
37°15′50″N,37.26398086,127°01′51″E,127.03081802,0.2569,358.638°
37°15′52″N,37.26434902,127°01′33″E,127.02584607,0.5364,303.716°
37°15′34″N,37.25939888,127°01′37″E,127.02703506,0.4245,233.446°
37°15′44″N,37.26233699,127°02′14″E,127.0371099,0.5558,82.351°
37°15′33″N,37.25914574,127°01′39″E,127.02750379,0.4107,226.827°
37°15′49″N,37.26354042,127°02′07″E,127.03516675,0.4321,61.252°
37°15′46″N,37.26290329,127°01′48″E,127.02993012,0.161,328.263°
37°15′33″N,37.25928677,127°01′31″E,127.0254158,0.5522,241.289°
37°15′50″N,37.26393669,127°01′53″E,127.03150155,0.2577,12.187°
37°15′44″N,37.2622476,127°02′10″E,127.03619153,0.4739,82.234°
37°15′36″N,37.25996772,127°01′47″E,127.02964482,0.2191,210.118°
37°15′32″N,37.25879811,127°01′48″E,127.02986227,0.3323,195.844°
37°15′34″N,37.25949447,127°01′50″E,127.03045362,0.2452,189.001°
37°15′57″N,37.2659046,127°01′45″E,127.02909143,0.4969,341.345°
37°15′42″N,37.26160475,127°01′52″E,127.03100762,0.013,125.013°
37°15′38″N,37.26045882,127°02′01″E,127.03350959,0.2685,120.166°
37°15′46″N,37.26283991,127°01′43″E,127.02870858,0.2325,303.966°
37°15′43″N,37.26182641,127°02′10″E,127.03621928,0.4723,87.915°
37°15′31″N,37.25854059,127°01′49″E,127.03023446,0.3531,189.417°
37°15′44″N,37.26214026,127°01′28″E,127.02453034,0.5651,275.29°
37°15′30″N,37.25823554,127°01′54″E,127.03163082,0.3879,170.225°
37°15′26″N,37.25715163,127°01′43″E,127.0285786,0.5427,202.12°
37°15′42″N,37.26177711,127°02′12″E,127.03658445,0.5045,88.67°
37°15′47″N,37.26311552,127°01′46″E,127.02943256,0.2058,321.275°
37°15′59″N,37.26644036,127°01′49″E,127.0302918,0.533,354.327°
37°15′36″N,37.26003134,127°01′52″E,127.03123574,0.1851,170.398°
37°15′52″N,37.26450334,127°01′57″E,127.03258595,0.349,25.527°
37°15′59″N,37.26670691,127°01′59″E,127.03327372,0.5985,20.669°
37°15′35″N,37.25982826,127°01′36″E,127.02672563,0.4216,240.897°
37°15′56″N,37.26565449,127°02′02″E,127.03385417,0.515,30.665°
37°15′56″N,37.26552151,127°01′53″E,127.03130034,0.4297,4.884°
37°15′51″N,37.26424064,127°01′52″E,127.03119501,0.287,5.451°
37°15′29″N,37.25812423,127°02′05″E,127.03461055,0.5142,140.126°
37°15′37″N,37.26036947,127°02′08″E,127.03543299,0.4277,109.798°
37°15′31″N,37.25874513,127°01′51″E,127.03096314,0.3256,178.814°
37°15′45″N,37.26241396,127°01′59″E,127.03329817,0.2288,68.861°
37°15′37″N,37.26036356,127°01′30″E,127.0250736,0.5348,254.211°
37°15′38″N,37.26051181,127°01′56″E,127.03227424,0.1781,136.419°
37°15′51″N,37.26420589,127°02′09″E,127.03586556,0.5231,57.399°
37°15′46″N,37.26285558,127°01′41″E,127.0280928,0.2802,298.024°
37°15′37″N,37.26033178,127°02′05″E,127.03478551,0.3759,113.36°
37°15′48″N,37.26345878,127°02′04″E,127.03458183,0.3827,58.715°
37°15′39″N,37.26091843,127°02′01″E,127.03370869,0.2635,108.549°
37°15′42″N,37.26163847,127°01′30″E,127.02513418,0.5093,269.582°
37°15′31″N,37.25859839,127°01′39″E,127.02752824,0.4531,221.016°
37°15′58″N,37.26622323,127°01′41″E,127.02814483,0.5614,334.383°
37°15′50″N,37.2639192,127°01′45″E,127.0290372,0.2988,326.771°
37°15′35″N,37.25962243,127°02′08″E,127.03563247,0.478,118.486°
37°15′55″N,37.26519493,127°01′40″E,127.02764578,0.4857,323.789°
37°15′50″N,37.26395112,127°01′46″E,127.0295154,0.2811,334.408°
37°15′47″N,37.26312054,127°01′58″E,127.03268442,0.2264,44.641°
37°15′32″N,37.25888228,127°02′03″E,127.03423646,0.4292,136.3°
37°15′48″N,37.26335347,127°01′46″E,127.02957643,0.2201,328.188°
37°15′33″N,37.25930176,127°01′59″E,127.03298392,0.3224,144.849°
37°15′33″N,37.25925502,127°01′52″E,127.03109584,0.2695,176.066°
37°15′42″N,37.26163302,127°01′46″E,127.02935871,0.1354,268.165°
37°15′51″N,37.26422989,127°01′43″E,127.0286944,0.3444,325.698°
37°15′37″N,37.26038274,127°01′34″E,127.02622586,0.4368,250.837°
37°15′42″N,37.26169031,127°01′39″E,127.02763048,0.2883,270.406°
37°15′41″N,37.26144252,127°01′46″E,127.02946675,0.1283,258.524°
37°15′51″N,37.26409815,127°01′39″E,127.02741694,0.4089,311.3°
37°15′35″N,37.25977576,127°01′57″E,127.03255998,0.2577,144.924°
37°15′45″N,37.2624835,127°01′58″E,127.03272785,0.1863,61.018°
37°15′47″N,37.2630495,127°02′10″E,127.03624364,0.4983,72.092°
37°15′28″N,37.25789843,127°01′47″E,127.02959136,0.4351,195.284°
37°15′44″N,37.26235872,127°01′40″E,127.02786525,0.2782,285.937°
37°15′44″N,37.26220261,127°01′35″E,127.02645363,0.3969,278.553°
37°15′27″N,37.25756435,127°02′01″E,127.03369663,0.5202,151.435°
37°15′26″N,37.25723183,127°01′40″E,127.02778708,0.565,209.06°
37°15′29″N,37.25809461,127°01′40″E,127.02765043,0.4903,215.758°
37°15′54″N,37.26488927,127°02′06″E,127.03511887,0.5181,46.31°
37°15′58″N,37.2661181,127°01′47″E,127.02965661,0.5064,347.58°
37°15′46″N,37.26275011,127°01′58″E,127.03287528,0.213,55.733°
37°15′33″N,37.25928241,127°01′58″E,127.03290702,0.3203,146.067°
37°15′37″N,37.26025437,127°02′07″E,127.03518845,0.4121,112.493°
37°15′30″N,37.25834116,127°01′32″E,127.02566928,0.5921,231.269°
37°15′49″N,37.2634818,127°01′59″E,127.03333161,0.2956,47.07°
37°15′31″N,37.25873092,127°01′53″E,127.03134162,0.3296,172.986°
37°15′26″N,37.25712653,127°01′59″E,127.03327708,0.5481,157.29°
37°15′33″N,37.25909646,127°01′52″E,127.03108163,0.287,176.558°
37°15′28″N,37.25778475,127°01′42″E,127.02837296,0.4863,207.237°
37°15′43″N,37.26183813,127°01′32″E,127.02568273,0.4611,272.298°
37°15′45″N,37.26256271,127°01′53″E,127.03141199,0.1094,25.131°
37°15′51″N,37.26405842,127°01′42″E,127.02828626,0.3514,319.064°
37°15′49″N,37.26353601,127°01′54″E,127.03158616,0.2164,16.621°
37°15′53″N,37.26470607,127°01′48″E,127.02995195,0.3475,346.219°
37°15′45″N,37.26244164,127°01′27″E,127.0242319,0.5953,278.27°
37°15′33″N,37.25906114,127°01′51″E,127.03083688,0.2904,180.875°
37°15′48″N,37.26320733,127°02′11″E,127.03650606,0.5259,71.05°
37°15′45″N,37.26238317,127°01′28″E,127.02447005,0.5735,277.93°
37°15′35″N,37.25969758,127°01′42″E,127.02846076,0.3072,224.364°
37°15′49″N,37.26351698,127°01′34″E,127.02603803,0.4758,295.553°
37°15′52″N,37.26434531,127°01′50″E,127.03042134,0.3002,352.107°
37°15′50″N,37.26387899,127°01′56″E,127.03223878,0.2731,25.987°
37°15′30″N,37.25836814,127°01′52″E,127.0310376,0.3677,177.922°
37°15′36″N,37.26004045,127°01′45″E,127.02915707,0.2375,220.161°
37°15′56″N,37.26556549,127°01′57″E,127.0323892,0.453,17.069°
37°15′29″N,37.25793433,127°01′56″E,127.0323016,0.4342,163.236°
37°15′34″N,37.25939363,127°02′11″E,127.03648534,0.5566,117.081°
37°15′47″N,37.26296679,127°01′29″E,127.024838,0.5545,285.055°
37°15′37″N,37.26025834,127°02′15″E,127.03738382,0.5962,105.289°
37°15′43″N,37.26196528,127°01′52″E,127.03108118,0.0369,27.786°
37°15′29″N,37.25809758,127°01′35″E,127.02631081,0.5676,225.539°
37°15′59″N,37.26625685,127°01′48″E,127.02989212,0.5175,350.202°
37°15′25″N,37.25697848,127°02′03″E,127.03417194,0.5976,150.879°
37°15′46″N,37.26270222,127°01′35″E,127.02650566,0.4044,286.461°
37°15′37″N,37.26019569,127°01′35″E,127.02627734,0.4399,248.082°
37°15′45″N,37.26256154,127°02′08″E,127.0354678,0.4174,76.287°
37°15′46″N,37.26288814,127°01′32″E,127.02552241,0.4938,285.901°
37°15′49″N,37.26358688,127°01′43″E,127.02852614,0.2984,315.544°
37°15′42″N,37.26163303,127°01′59″E,127.03338591,0.2213,91.122°
37°15′57″N,37.26584457,127°01′50″E,127.03061498,0.4647,357.03°
37°15′25″N,37.25698988,127°01′51″E,127.03076608,0.5209,181.178°
37°15′26″N,37.25711942,127°01′52″E,127.03101405,0.5065,178.728°
37°15′56″N,37.26554251,127°01′48″E,127.03008824,0.4363,350.673°
37°15′27″N,37.25753516,127°01′57″E,127.03240522,0.4794,163.717°
37°15′39″N,37.26092258,127°01′36″E,127.0267567,0.375,257.158°
37°15′51″N,37.264075,127°02′09″E,127.03582284,0.5122,58.544°
37°15′51″N,37.26427105,127°01′56″E,127.03214524,0.3098,21.071°
37°15′39″N,37.26072443,127°01′43″E,127.02853131,0.2337,243.188°
37°15′56″N,37.26558901,127°01′59″E,127.03340729,0.4895,27.115°
37°15′49″N,37.2635264,127°01′43″E,127.02867647,0.2843,316.508°
37°15′23″N,37.25647843,127°01′50″E,127.03069175,0.5779,181.714°
37°15′40″N,37.26122577,127°02′06″E,127.03512058,0.378,97.543°
37°15′44″N,37.26212066,127°02′01″E,127.03362195,0.2472,78.352°
37°15′59″N,37.26668775,127°01′56″E,127.03211744,0.5684,11.047°
37°15′50″N,37.26397135,127°02′08″E,127.0355177,0.4832,58.038°
37°15′49″N,37.2636806,127°01′53″E,127.03131602,0.2266,9.647°
37°15′30″N,37.2583992,127°02′02″E,127.03396059,0.4545,143.223°
37°15′39″N,37.2609541,127°01′55″E,127.03181034,0.1143,134.33°
37°15′33″N,37.2590622,127°01′46″E,127.02933606,0.3211,205.314°
37°15′26″N,37.2571914,127°01′45″E,127.02909867,0.5229,197.624°
37°15′30″N,37.25846808,127°01′44″E,127.02879261,0.4017,207.487°
37°15′42″N,37.26166497,127°01′39″E,127.02748318,0.3013,269.852°
37°15′38″N,37.26056051,127°01′52″E,127.03103787,0.1243,173.834°
37°15′40″N,37.26114247,127°01′57″E,127.03237086,0.144,114.15°
37°15′39″N,37.2608731,127°01′56″E,127.03231513,0.1545,125.102°
37°15′27″N,37.25739009,127°01′39″E,127.02738381,0.5683,213.071°
37°15′45″N,37.26257413,127°02′05″E,127.03476443,0.3576,73.703°
37°15′30″N,37.25819553,127°01′39″E,127.02746774,0.4911,218.055°
37°15′57″N,37.26581209,127°01′57″E,127.03236355,0.4787,15.846°
37°15′55″N,37.26515928,127°01′52″E,127.03103207,0.3881,1.896°
37°15′35″N,37.2596237,127°01′52″E,127.03109905,0.2286,175.29°
37°15′47″N,37.26296943,127°01′32″E,127.02557609,0.4918,287.066°
37°15′42″N,37.26174558,127°01′50″E,127.0306035,0.0264,288.061°
37°15′57″N,37.26582105,127°02′05″E,127.03474693,0.5742,36.515°
37°15′33″N,37.25909056,127°01′35″E,127.02646919,0.4852,233.716°
37°15′26″N,37.25725223,127°01′44″E,127.02875331,0.5266,201.019°
37°15′53″N,37.26481286,127°02′09″E,127.03585183,0.5614,51.518°
37°15′31″N,37.25866381,127°02′07″E,127.03522975,0.5097,131.033°
37°15′48″N,37.26329171,127°01′29″E,127.02465599,0.5803,288.09°
37°15′42″N,37.26164144,127°02′03″E,127.03402982,0.2782,90.699°
37°15′31″N,37.25864757,127°01′48″E,127.03001045,0.3452,192.989°
37°15′42″N,37.26162562,127°01′48″E,127.02988701,0.0887,266.665°
37°15′45″N,37.26262884,127°02′04″E,127.03455743,0.3419,71.863°
37°15′55″N,37.26515944,127°01′59″E,127.03319241,0.4383,27.749°
37°15′54″N,37.26501686,127°01′59″E,127.03314779,0.4224,28.276°
37°15′59″N,37.26652938,127°01′46″E,127.02933805,0.5574,345.76°
37°15′29″N,37.25810367,127°01′46″E,127.02944363,0.417,197.846°
37°15′55″N,37.26535422,127°02′09″E,127.03581025,0.5981,46.777°
37°15′39″N,37.26093174,127°01′54″E,127.03175962,0.1129,136.827°
37°15′40″N,37.2610624,127°02′05″E,127.03460741,0.3362,101.632°
37°15′45″N,37.26262337,127°01′39″E,127.02756448,0.3126,289.789°
37°15′55″N,37.26525464,127°01′35″E,127.02650043,0.5564,315.743°
37°15′49″N,37.26363212,127°01′57″E,127.03246079,0.2587,32.578°
37°15′53″N,37.26463174,127°01′49″E,127.03021969,0.3345,349.827°
37°15′54″N,37.26513642,127°02′06″E,127.03511345,0.5371,44.153°
37°15′30″N,37.25825473,127°01′52″E,127.03103833,0.3803,177.981°
37°15′53″N,37.26458646,127°01′39″E,127.02736981,0.4495,316.157°
37°15′43″N,37.26187369,127°01′31″E,127.02534782,0.4909,272.621°
37°15′36″N,37.26012987,127°02′14″E,127.0372183,0.5861,107.014°
37°15′35″N,37.25959166,127°01′33″E,127.02584696,0.5026,242.59°
37°15′54″N,37.26487784,127°02′09″E,127.03579132,0.5618,50.601°
37°15′51″N,37.26425276,127°02′08″E,127.03552869,0.5012,55.06°
37°15′54″N,37.26497468,127°01′58″E,127.03273021,0.402,23.949°
37°15′56″N,37.26541945,127°01′51″E,127.03095314,0.4169,0.805°
37°15′49″N,37.2636998,127°01′37″E,127.0269913,0.4121,303.187°
37°15′36″N,37.26011776,127°02′12″E,127.03676021,0.5479,108.39°
37°15′42″N,37.26175452,127°02′07″E,127.03523954,0.3854,88.634°
37°16′01″N,37.26696655,127°01′49″E,127.0302977,0.5912,354.938°
37°15′46″N,37.26278372,127°01′36″E,127.0267899,0.3832,288.827°
37°15′58″N,37.26601307,127°01′49″E,127.03022154,0.4864,353.045°
37°15′56″N,37.26551996,127°01′43″E,127.02864388,0.4718,335.112°
37°15′51″N,37.26426403,127°01′43″E,127.02870976,0.3468,326.238°
37°15′54″N,37.26491581,127°01′38″E,127.02716579,0.4886,317.605°
37°15′52″N,37.26448429,127°01′31″E,127.02526944,0.5875,302.173°
37°15′40″N,37.26109832,127°01′52″E,127.03116284,0.0683,159.059°
