,latitude,,longitude,distance,bearing
37°15′30″N,37.25835659,127°02′13″E,127.03698486,0.9155,127.194°
37°15′48″N,37.26342141,127°01′10″E,127.01943328,0.8245,270.69°
37°16′04″N,37.26785103,127°01′59″E,127.0330509,0.6306,37.161°
37°15′29″N,37.25813369,127°02′15″E,127.03750741,0.9673,126.708°
37°15′52″N,37.26451365,127°02′22″E,127.03949905,0.9608,82.138°
37°15′36″N,37.25990133,127°01′16″E,127.02103098,0.7824,240.81°
37°16′18″N,37.27154447,127°01′59″E,127.03298699,0.9875,22.335°
37°16′08″N,37.26878355,127°01′57″E,127.03247372,0.6902,28.548°
37°15′58″N,37.26618984,127°01′39″E,127.0275585,0.3348,341.681°
37°15′30″N,37.2582851,127°01′52″E,127.03121325,0.6024,158.751°
37°16′06″N,37.26833825,127°01′31″E,127.02535196,0.6327,331.641°
37°15′35″N,37.25982646,127°01′33″E,127.02569739,0.4743,214.696°
37°15′59″N,37.26643788,127°01′46″E,127.02954627,0.3526,11.573°
37°15′55″N,37.26538465,127°02′20″E,127.03878525,0.9174,75.59°
37°16′09″N,37.26903916,127°01′23″E,127.02313052,0.8063,321.931°
37°15′49″N,37.26354946,127°01′13″E,127.02024392,0.7531,271.839°
37°16′01″N,37.26680831,127°02′18″E,127.03827607,0.9279,65.373°
37°15′59″N,37.26670101,127°01′36″E,127.02673716,0.4148,334.598°
37°15′50″N,37.264003,127°02′04″E,127.03455189,0.5192,81.74°
37°16′19″N,37.27192448,127°01′40″E,127.02779198,0.9594,354.944°
37°15′36″N,37.25993607,127°02′06″E,127.03503465,0.6727,124.164°
37°15′43″N,37.26206283,127°01′19″E,127.02182044,0.6292,257.032°
37°15′40″N,37.26103164,127°01′45″E,127.02920045,0.259,171.09°
37°15′49″N,37.26368913,127°02′20″E,127.03889476,0.8991,87.468°
37°16′07″N,37.2685716,127°01′51″E,127.03087519,0.6124,17.913°
37°15′25″N,37.25696364,127°01′37″E,127.02682664,0.7285,193.497°
37°15′31″N,37.25870656,127°01′20″E,127.0221421,0.7789,228.655°
37°15′57″N,37.26593925,127°01′24″E,127.02327427,0.5646,300.901°
37°15′31″N,37.25859865,127°01′50″E,127.03052848,0.5496,163.328°
37°15′20″N,37.25545005,127°01′55″E,127.0318226,0.918,162.748°
37°16′04″N,37.26775108,127°01′38″E,127.02728993,0.5081,345.294°
37°16′06″N,37.26830041,127°01′56″E,127.03221042,0.6319,29.02°
37°15′56″N,37.26549784,127°02′02″E,127.03400625,0.5241,62.643°
