,latitude,,longitude,distance,bearing
37°15′32″N,37.25884964,127°01′43″E,127.02854582,0.3762,213.434°
37°15′57″N,37.26594841,127°02′06″E,127.03501819,0.6,37.553°
37°15′49″N,37.26368312,127°01′59″E,127.03304631,0.2942,40.514°
37°15′51″N,37.26416283,127°02′07″E,127.03535441,0.4828,54.985°
37°15′49″N,37.2637216,127°01′31″E,127.0253153,0.5434,294.809°
37°15′55″N,37.26517585,127°01′54″E,127.03164261,0.3954,9.738°
37°15′33″N,37.25924533,127°01′39″E,127.02745958,0.4061,228.345°
37°15′25″N,37.25688071,127°01′56″E,127.03223943,0.5462,167.338°
37°15′33″N,37.25903083,127°01′56″E,127.03211603,0.3133,159.677°
37°15′36″N,37.25987611,127°02′07″E,127.03533798,0.4418,116.882°
37°15′43″N,37.26206373,127°01′43″E,127.02874902,0.1942,282.965°
37°15′52″N,37.26436827,127°01′53″E,127.03140059,0.3033,8.62°
37°15′48″N,37.26338718,127°01′59″E,127.03335607,0.2901,48.884°
37°15′53″N,37.26469,127°02′11″E,127.03629712,0.5848,54.971°
37°15′40″N,37.26110668,127°01′44″E,127.02883198,0.1925,250.933°
37°15′32″N,37.25901619,127°02′07″E,127.03538498,0.4958,126.569°
37°15′43″N,37.26200518,127°01′50″E,127.030656,0.0423,331.111°
37°15′51″N,37.26407927,127°01′32″E,127.02567903,0.5331,300.149°
37°15′53″N,37.26460576,127°02′05″E,127.03459422,0.4628,45.161°
37°15′48″N,37.26333859,127°01′33″E,127.02591856,0.4773,292.855°
37°15′56″N,37.26550935,127°01′58″E,127.03267512,0.4552,20.347°
37°15′51″N,37.26407915,127°01′51″E,127.03079231,0.2679,358.207°
37°15′42″N,37.26173468,127°01′29″E,127.02481972,0.5371,270.745°
37°15′42″N,37.26170396,127°02′02″E,127.03382811,0.2604,89.217°
37°15′48″N,37.26340542,127°02′11″E,127.03628462,0.5152,68.024°
37°15′59″N,37.26626072,127°01′58″E,127.03266223,0.534,17.113°
37°15′54″N,37.26491203,127°02′09″E,127.03590118,0.5717,50.925°
37°15′49″N,37.26350739,127°02′12″E,127.03667156,0.5513,68.262°
37°15′32″N,37.25893448,127°01′47″E,127.02970704,0.3219,198.935°
37°15′47″N,37.26309112,127°01′48″E,127.02997633,0.1772,332.946°
37°15′35″N,37.25971832,127°01′35″E,127.02647326,0.4471,240.921°
37°15′31″N,37.25860782,127°02′08″E,127.03554962,0.5353,129.545°
37°15′39″N,37.26093251,127°02′01″E,127.03347617,0.2435,109.74°
37°15′48″N,37.2633565,127°01′58″E,127.03264424,0.2435,39.7°
37°15′39″N,37.26072993,127°01′54″E,127.03158797,0.1218,149.366°
37°15′44″N,37.26223266,127°02′09″E,127.03592068,0.4499,82.032°
37°15′43″N,37.26188217,127°02′07″E,127.03536522,0.3971,86.624°
37°15′49″N,37.26367547,127°01′59″E,127.03311256,0.2974,41.479°
37°15′38″N,37.26044895,127°02′09″E,127.03588604,0.463,107.086°
37°15′43″N,37.26194255,127°01′46″E,127.02953187,0.1237,284.083°
37°15′36″N,37.26012923,127°02′05″E,127.03459291,0.3702,117.611°
37°15′57″N,37.26573009,127°02′05″E,127.03464987,0.561,36.425°
37°15′56″N,37.26559214,127°01′35″E,127.02652249,0.5826,318.458°
37°15′30″N,37.25844584,127°02′07″E,127.03527225,0.5286,132.747°
37°15′50″N,37.26386142,127°02′09″E,127.03597175,0.5118,61.584°
37°15′53″N,37.26466689,127°01′46″E,127.02937122,0.3591,338.061°
37°15′26″N,37.25734167,127°02′06″E,127.0349068,0.5988,143.541°
37°15′25″N,37.25700899,127°01′42″E,127.0284444,0.5619,202.633°
37°15′38″N,37.26046897,127°02′11″E,127.0362955,0.4971,105.613°
37°15′36″N,37.25993035,127°01′35″E,127.0263939,0.4424,244.033°
37°15′49″N,37.26353671,127°01′36″E,127.0265487,0.4365,298.374°
37°15′49″N,37.26359822,127°02′03″E,127.03423428,0.3656,54.13°
37°15′26″N,37.25708698,127°02′03″E,127.03417544,0.5872,150.28°
37°15′37″N,37.260406,127°01′48″E,127.03006458,0.1585,207.34°
37°15′59″N,37.26655421,127°01′58″E,127.03274899,0.5675,16.884°
37°15′32″N,37.25883211,127°02′09″E,127.03578038,0.5361,126.097°
37°15′38″N,37.2606046,127°02′15″E,127.03748797,0.5963,101.483°
37°15′28″N,37.25783146,127°01′59″E,127.03327622,0.4767,153.658°
37°15′38″N,37.26065426,127°01′53″E,127.031325,0.1197,161.092°
37°15′54″N,37.26500821,127°01′48″E,127.0300954,0.3776,349.307°
37°15′48″N,37.26324719,127°02′04″E,127.03450926,0.3654,61.347°
37°15′39″N,37.26080803,127°01′58″E,127.03274456,0.1905,120.301°
37°15′38″N,37.26044195,127°02′07″E,127.03527959,0.4122,109.383°
37°15′35″N,37.2597423,127°02′09″E,127.03576615,0.4823,116.423°
37°15′57″N,37.26592178,127°01′57″E,127.03254917,0.4951,17.29°
37°15′47″N,37.2629564,127°02′14″E,127.03722342,0.5788,75.709°
37°15′27″N,37.25737971,127°01′52″E,127.030983,0.4775,178.98°
37°15′40″N,37.26113523,127°01′41″E,127.02810458,0.2534,256.376°
37°15′39″N,37.2608795,127°01′30″E,127.02496312,0.5318,260.46°
37°15′28″N,37.25790403,127°01′58″E,127.03282016,0.4527,157.787°
37°15′41″N,37.26141053,127°01′35″E,127.02635316,0.4024,265.857°
37°15′34″N,37.25935124,127°01′36″E,127.02663805,0.4562,235.541°
37°15′49″N,37.26360914,127°01′52″E,127.03120242,0.2173,7.384°
37°15′37″N,37.26024549,127°01′49″E,127.03025136,0.1683,199.527°
37°15′54″N,37.26506849,127°01′54″E,127.0317221,0.3849,11.071°
37°15′55″N,37.26537198,127°01′55″E,127.03196628,0.4225,13.069°
37°15′49″N,37.263611,127°01′50″E,127.03048664,0.2186,350.668°
37°15′43″N,37.26199616,127°01′39″E,127.027524,0.2999,276.907°
37°15′42″N,37.26162186,127°01′27″E,127.02422952,0.5894,269.46°
37°15′41″N,37.26140747,127°01′40″E,127.02783055,0.2722,263.795°
37°15′31″N,37.25865687,127°01′32″E,127.02567029,0.5707,234.015°
37°15′36″N,37.26003524,127°01′58″E,127.03265513,0.2401,139.312°
37°15′58″N,37.2659979,127°01′47″E,127.02985925,0.4897,349.293°
37°15′39″N,37.26083114,127°02′01″E,127.03360168,0.2579,111.264°
37°15′46″N,37.262699,127°01′40″E,127.02771471,0.3032,292.136°
37°15′43″N,37.26193574,127°01′30″E,127.02493604,0.5276,273.189°
37°15′59″N,37.26634495,127°01′58″E,127.03283026,0.5475,18.312°
37°15′52″N,37.26436294,127°02′09″E,127.0357786,0.5264,55.346°
37°15′51″N,37.26412329,127°01′32″E,127.02564434,0.5383,300.436°
37°15′55″N,37.26518543,127°01′43″E,127.02873524,0.4347,334.015°
37°15′33″N,37.25917478,127°01′36″E,127.02668163,0.4645,233.275°
37°15′39″N,37.26085524,127°01′31″E,127.02521628,0.5101,259.744°
37°15′36″N,37.26000287,127°01′48″E,127.03011219,0.1979,200.277°
37°15′27″N,37.2575325,127°01′57″E,127.03243415,0.4804,163.433°
37°15′42″N,37.26172923,127°01′32″E,127.02558577,0.4693,270.779°
37°15′57″N,37.26570437,127°01′40″E,127.02790607,0.5204,329.531°
37°15′31″N,37.25872662,127°01′48″E,127.03008352,0.3352,192.25°
37°15′47″N,37.26308538,127°02′02″E,127.0337955,0.3017,58.592°
37°15′47″N,37.26300468,127°01′59″E,127.03294735,0.235,50.898°
37°15′40″N,37.26100683,127°02′01″E,127.03350178,0.243,107.725°
37°15′29″N,37.25804976,127°01′36″E,127.0267341,0.5454,222.382°
37°15′38″N,37.26053196,127°01′54″E,127.03178186,0.1495,148.006°
37°15′55″N,37.26527342,127°01′49″E,127.03029748,0.404,352.578°
37°15′42″N,37.26178863,127°02′01″E,127.03350959,0.2325,86.801°
37°15′56″N,37.26545295,127°01′45″E,127.02904066,0.4512,338.762°
37°15′25″N,37.25690393,127°02′02″E,127.03385075,0.5917,153.677°
37°15′48″N,37.26329108,127°02′03″E,127.03420657,0.3446,58.497°
37°15′56″N,37.26557354,127°01′38″E,127.02733946,0.5357,324.11°
37°15′34″N,37.25940566,127°01′52″E,127.03116886,0.2533,174.347°
37°15′24″N,37.25668688,127°01′54″E,127.03156833,0.5577,173.792°
37°15′40″N,37.26115714,127°01′53″E,127.03126007,0.0661,150.028°
37°15′59″N,37.26659587,127°01′51″E,127.03087635,0.5477,359.901°
37°15′42″N,37.26170184,127°02′07″E,127.03539737,0.3993,89.522°
37°15′32″N,37.25886582,127°01′34″E,127.02598202,0.5347,234.292°
37°15′31″N,37.25861717,127°01′43″E,127.02849155,0.4005,211.969°
37°15′30″N,37.25835761,127°01′32″E,127.02555244,0.5991,232.025°
37°15′26″N,37.25713244,127°01′40″E,127.02771496,0.5777,209.081°
37°15′54″N,37.2650253,127°01′54″E,127.03155387,0.3776,8.994°
37°15′45″N,37.26262697,127°02′10″E,127.03611024,0.4744,77.061°
37°15′51″N,37.26405677,127°01′59″E,127.03320969,0.3356,37.78°
37°15′25″N,37.25685115,127°01′40″E,127.02789507,0.5981,206.288°
37°15′26″N,37.25721862,127°01′44″E,127.02875973,0.5299,200.817°
37°15′45″N,37.26237567,127°01′38″E,127.02723118,0.333,283.597°
37°15′29″N,37.25799858,127°02′09″E,127.03581077,0.5974,133.147°
37°15′42″N,37.26170717,127°02′09″E,127.03570986,0.427,89.474°
37°15′24″N,37.25668355,127°01′48″E,127.03001212,0.5602,187.947°
37°15′49″N,37.26356004,127°01′35″E,127.02640465,0.4489,297.892°
37°15′49″N,37.26359041,127°01′51″E,127.03077599,0.2136,357.363°
37°15′39″N,37.26073774,127°01′46″E,127.02949116,0.1615,229.937°
37°15′33″N,37.25918755,127°01′47″E,127.0298219,0.292,198.84°
37°15′35″N,37.25965447,127°02′05″E,127.03476627,0.4102,123.162°
37°15′48″N,37.26340468,127°01′40″E,127.02782726,0.3324,305.434°
37°15′34″N,37.2593078,127°01′57″E,127.03250809,0.2996,151.377°
37°15′32″N,37.25890376,127°02′04″E,127.03442212,0.439,134.533°
37°15′44″N,37.26233866,127°01′43″E,127.02850801,0.2233,289.398°
37°15′27″N,37.25761176,127°01′49″E,127.03021388,0.4555,187.517°
37°15′26″N,37.25728309,127°02′01″E,127.0334942,0.54,154.694°
37°15′31″N,37.2586667,127°01′55″E,127.03183036,0.3445,165.973°
37°15′37″N,37.26019254,127°01′41″E,127.02818299,0.2905,235.494°
37°15′43″N,37.26206955,127°02′01″E,127.03352793,0.2379,79.289°
37°15′28″N,37.25775823,127°01′53″E,127.03136795,0.4374,174.414°
37°15′38″N,37.26051765,127°01′57″E,127.03255598,0.1957,130.991°
37°15′30″N,37.25837932,127°01′58″E,127.0327242,0.4007,156.054°
37°15′33″N,37.25911301,127°01′51″E,127.03073026,0.285,182.791°
37°15′25″N,37.25708143,127°02′02″E,127.03394009,0.5777,152.105°
37°15′54″N,37.26506863,127°01′45″E,127.02921842,0.4056,338.647°
37°15′26″N,37.2572915,127°01′59″E,127.0330709,0.5242,158.356°
37°15′48″N,37.26340724,127°01′42″E,127.02820314,0.3061,309.09°
37°15′41″N,37.2612841,127°01′39″E,127.02756389,0.2973,261.657°
37°15′50″N,37.26397841,127°02′04″E,127.03436376,0.4007,50.187°
37°15′59″N,37.26672978,127°01′55″E,127.03182163,0.5686,8.366°
37°15′46″N,37.26269999,127°02′15″E,127.03743255,0.5906,78.835°
37°15′37″N,37.26030827,127°01′47″E,127.02969168,0.1849,214.9°
37°15′52″N,37.26434493,127°02′03″E,127.03423223,0.4196,44.885°
37°15′40″N,37.26106033,127°01′37″E,127.02704935,0.3465,258.677°
37°15′34″N,37.25953441,127°01′59″E,127.03292053,0.2982,142.868°
37°15′48″N,37.26323027,127°01′35″E,127.02640988,0.4326,293.622°
37°15′49″N,37.26348567,127°02′06″E,127.0350769,0.4222,61.457°
37°15′30″N,37.25826918,127°02′04″E,127.03450829,0.496,139.734°
37°15′41″N,37.26133148,127°01′30″E,127.02502193,0.5206,265.829°
37°15′50″N,37.26378888,127°01′33″E,127.02571776,0.5146,297.23°
37°15′41″N,37.26127078,127°02′11″E,127.03625991,0.4777,95.359°
37°15′51″N,37.26415493,127°01′52″E,127.03099575,0.2763,1.996°
37°15′34″N,37.25949373,127°01′30″E,127.02510612,0.5662,244.667°
37°15′44″N,37.26217781,127°01′49″E,127.03035065,0.0736,319.838°
37°15′54″N,37.26497664,127°01′55″E,127.03204817,0.3817,15.623°
37°15′56″N,37.26563634,127°02′03″E,127.03406761,0.5232,32.558°
37°15′40″N,37.26114754,127°01′37″E,127.02683983,0.363,260.753°
37°15′43″N,37.26199364,127°01′29″E,127.02466426,0.552,273.718°
37°15′27″N,37.25756795,127°01′51″E,127.03074263,0.4567,181.604°
37°15′48″N,37.26323899,127°01′36″E,127.02663396,0.4149,294.843°
37°15′44″N,37.26210943,127°02′05″E,127.03463725,0.3355,81.661°
37°15′35″N,37.25970895,127°02′02″E,127.03397477,0.3498,128.617°
37°15′43″N,37.26181935,127°01′41″E,127.02808233,0.2488,273.778°
37°15′48″N,37.26335949,127°02′07″E,127.03517749,0.4236,63.701°
37°15′50″N,37.26394545,127°01′31″E,127.0252445,0.5598,296.853°
37°15′36″N,37.25987995,127°01′48″E,127.03013527,0.2101,198.462°
37°15′41″N,37.26140371,127°01′55″E,127.03184309,0.0897,109.422°
37°15′28″N,37.25770844,127°01′45″E,127.0291813,0.466,198.907°
37°15′54″N,37.26486363,127°01′59″E,127.03308335,0.4047,28.708°
37°15′26″N,37.25711174,127°02′04″E,127.03434958,0.5926,148.853°
37°15′30″N,37.25828346,127°01′52″E,127.03117162,0.3777,176.175°
37°15′49″N,37.26363809,127°01′55″E,127.03192569,0.2372,22.804°
37°15′56″N,37.2654828,127°01′49″E,127.03023836,0.4277,352.286°
37°15′36″N,37.25999523,127°02′13″E,127.03688992,0.5632,109.337°
37°15′26″N,37.2572822,127°01′50″E,127.03056091,0.4891,183.384°
37°15′50″N,37.26394389,127°02′01″E,127.03357912,0.3473,43.321°
37°15′31″N,37.25869202,127°02′06″E,127.03506648,0.4967,131.854°
37°15′32″N,37.25885102,127°01′46″E,127.02956349,0.3349,200.476°
37°15′44″N,37.26213648,127°01′28″E,127.02455771,0.5627,275.27°
37°15′35″N,37.2596818,127°01′44″E,127.0288381,0.2862,219.331°
37°15′46″N,37.26270559,127°01′38″E,127.02733598,0.3347,290.09°
37°15′59″N,37.26659456,127°01′55″E,127.03180888,0.5536,8.477°
37°15′48″N,37.26333401,127°01′44″E,127.02877862,0.2627,314.726°
37°15′41″N,37.26128484,127°01′52″E,127.03101182,0.0445,165.609°
37°15′59″N,37.26679265,127°01′53″E,127.03130526,0.5708,3.719°
37°15′26″N,37.25732694,127°01′57″E,127.03243121,0.5022,164.205°
37°15′59″N,37.26634489,127°01′40″E,127.02769296,0.5917,331.455°
37°15′54″N,37.26497101,127°01′36″E,127.02664328,0.5251,314.329°
37°15′32″N,37.25885144,127°02′10″E,127.03603452,0.5532,124.545°
37°15′41″N,37.26135014,127°01′38″E,127.02735066,0.3151,263.477°
37°15′36″N,37.26006121,127°01′30″E,127.02499487,0.5515,251.045°
37°15′42″N,37.26177859,127°01′33″E,127.02594167,0.4379,271.553°
37°15′50″N,37.2638573,127°01′35″E,127.02644564,0.4622,301.727°
37°15′25″N,37.25682404,127°01′59″E,127.0331104,0.574,159.946°
37°15′39″N,37.26070127,127°01′32″E,127.02548431,0.4903,257.28°
37°15′36″N,37.26005007,127°01′59″E,127.03308274,0.2652,132.864°
37°15′31″N,37.25851617,127°01′53″E,127.03148135,0.3549,171.475°
37°15′28″N,37.25765044,127°02′05″E,127.03480061,0.5658,142.24°
37°15′41″N,37.26135026,127°01′50″E,127.03046984,0.0514,225.9°
37°15′36″N,37.26008604,127°02′14″E,127.03712233,0.5795,107.721°
37°15′48″N,37.26323806,127°01′47″E,127.02984506,0.1971,332.099°
37°15′39″N,37.26071383,127°02′13″E,127.03684976,0.5385,101.413°
37°15′45″N,37.26236219,127°01′41″E,127.02807888,0.2602,287.163°
37°15′46″N,37.26282424,127°01′36″E,127.02666532,0.3951,288.93°
37°15′31″N,37.25854989,127°01′32″E,127.02567412,0.5775,233.04°
37°15′48″N,37.26326664,127°01′59″E,127.03325508,0.2746,49.765°
37°15′42″N,37.2617074,127°01′54″E,127.0316686,0.0693,86.743°
37°15′47″N,37.26291867,127°02′08″E,127.03568798,0.447,71.929°
37°15′42″N,37.26157375,127°01′41″E,127.0280522,0.2512,267.507°
37°15′26″N,37.25721217,127°01′57″E,127.03246805,0.5154,164.243°
37°15′47″N,37.26302604,127°01′54″E,127.03168018,0.1662,24.995°
37°15′50″N,37.26381813,127°02′07″E,127.03525563,0.4545,58.313°
37°15′57″N,37.26588862,127°01′50″E,127.03059639,0.4697,356.86°
37°15′40″N,37.26114946,127°02′05″E,127.03470528,0.343,99.755°
37°15′52″N,37.26435527,127°01′58″E,127.03291132,0.3481,30.981°
37°15′49″N,37.2635049,127°01′56″E,127.03214854,0.2324,28.713°
37°15′43″N,37.26199455,127°02′12″E,127.03673987,0.5194,86.037°
37°15′25″N,37.25704628,127°01′40″E,127.02791396,0.5779,207.093°
37°15′52″N,37.26431525,127°01′44″E,127.02902254,0.3372,330.692°
37°15′37″N,37.26020398,127°01′59″E,127.03325241,0.2655,127.946°
37°15′49″N,37.26372767,127°02′11″E,127.03643979,0.5421,65.052°
37°15′31″N,37.25868199,127°01′36″E,127.02675607,0.4943,227.717°
37°15′38″N,37.26060747,127°02′04″E,127.03431453,0.3257,111.317°
37°15′59″N,37.26654479,127°01′55″E,127.03198763,0.5507,10.19°
37°15′48″N,37.26337248,127°01′56″E,127.03224119,0.2239,32.366°
37°15′38″N,37.2606789,127°02′11″E,127.03625546,0.4879,103.083°
37°15′42″N,37.26163871,127°02′09″E,127.03590657,0.4444,90.476°
37°15′36″N,37.26009013,127°01′31″E,127.02517195,0.5356,250.825°
37°15′34″N,37.25938352,127°02′13″E,127.03686101,0.5869,115.7°
37°15′54″N,37.2648707,127°01′45″E,127.02902821,0.392,335.181°
37°15′41″N,37.26127345,127°01′57″E,127.03252022,0.1512,107.046°
37°15′49″N,37.26372761,127°01′29″E,127.02472284,0.5916,292.736°
37°15′35″N,37.25963777,127°01′36″E,127.02673165,0.4319,238.406°
37°15′46″N,37.26290991,127°02′08″E,127.03565376,0.4439,71.927°
37°15′53″N,37.26473217,127°02′09″E,127.03581064,0.553,52.011°
37°15′50″N,37.26383476,127°02′04″E,127.03442654,0.395,52.484°
37°15′30″N,37.25821963,127°01′46″E,127.02956857,0.4013,196.907°
37°15′34″N,37.25940743,127°01′59″E,127.03303821,0.3158,142.908°
37°15′47″N,37.26292723,127°01′37″E,127.02696104,0.3745,291.888°
37°15′47″N,37.26313712,127°02′04″E,127.03456485,0.3641,63.409°
37°15′30″N,37.25846661,127°01′50″E,127.03044622,0.3587,186.246°
37°15′52″N,37.26445499,127°01′40″E,127.02773893,0.4165,318.005°
37°15′45″N,37.26237036,127°01′46″E,127.02947176,0.1474,301.8°
37°15′29″N,37.25808827,127°01′51″E,127.0308623,0.3986,180.314°
37°15′34″N,37.25955228,127°01′53″E,127.03135408,0.2394,170.053°
37°15′49″N,37.26374118,127°01′45″E,127.02903982,0.2823,324.607°
37°15′36″N,37.26003808,127°01′43″E,127.02867973,0.2668,227.075°
37°15′51″N,37.26413888,127°02′11″E,127.03637718,0.5581,60.55°
37°15′59″N,37.26660189,127°01′52″E,127.03111038,0.5487,2.065°
37°15′31″N,37.25860571,127°01′39″E,127.02758688,0.4491,220.584°
37°15′39″N,37.26085287,127°02′05″E,127.03465583,0.3458,105.273°
37°15′55″N,37.2652893,127°01′59″E,127.03317977,0.4506,26.768°
37°15′37″N,37.26026655,127°01′41″E,127.02798921,0.3004,238.643°
37°15′32″N,37.25890628,127°01′48″E,127.02996782,0.3182,194.816°
37°15′57″N,37.2659449,127°01′48″E,127.03000858,0.4816,350.708°
37°15′37″N,37.26026989,127°02′02″E,127.03399197,0.316,119.569°
37°15′58″N,37.26608532,127°02′03″E,127.03413655,0.5689,30.369°
37°15′48″N,37.26332433,127°02′01″E,127.03348435,0.2943,51.363°
37°15′39″N,37.26083951,127°01′50″E,127.03054737,0.0974,197.989°
37°15′35″N,37.25972218,127°01′48″E,127.02988619,0.2343,202.221°
37°15′32″N,37.25880006,127°01′37″E,127.02687623,0.4776,228.024°
37°15′38″N,37.26048245,127°01′46″E,127.02946341,0.1827,223.606°
37°15′33″N,37.25915733,127°01′37″E,127.02683389,0.4549,232.063°
37°15′30″N,37.2583562,127°02′10″E,127.03622636,0.5995,127.962°
37°15′35″N,37.25984952,127°01′38″E,127.0271852,0.3853,238.261°
37°15′47″N,37.2630954,127°01′47″E,127.02958661,0.1957,323.98°
37°15′50″N,37.26382573,127°01′59″E,127.03320881,0.3156,40.628°
37°15′40″N,37.26117361,127°01′44″E,127.02893579,0.1814,252.207°
37°15′48″N,37.26328635,127°01′40″E,127.02780995,0.3262,303.394°
37°15′28″N,37.25772,127°01′49″E,127.03038729,0.4418,185.747°
37°15′35″N,37.25969034,127°01′59″E,127.03307252,0.2933,138.724°
37°15′28″N,37.25773306,127°01′41″E,127.02818166,0.4993,208.664°
37°15′55″N,37.26540479,127°01′45″E,127.02905312,0.4458,338.645°
37°15′43″N,37.26194918,127°01′47″E,127.02983552,0.0981,288.326°
37°15′55″N,37.26529651,127°02′06″E,127.03509926,0.5491,42.765°
